:START_ID(Course),:END_ID(Course),:TYPE,similarity:float
CSPP 100,CSKK 300,SIMILAR_DIFFICULTY,0.8
CSPP 100,CSYY 300,SIMILAR_DIFFICULTY,0.8
CSKK 300,BFFF 300,SIMILAR_DIFFICULTY,0.8
CSKK 300,BVVV 300-8,SIMILAR_DIFFICULTY,0.8
CSKK 300,CSYY 200,SIMILAR_DIFFICULTY,0.8
CSKK 300,CSLL 100-1,SIMILAR_DIFFICULTY,0.8
CSKK 300,BLLL 300,SIMILAR_DIFFICULTY,0.8
CSKK 300,BQQQ 400,SIMILAR_DIFFICULTY,0.8
CSKK 300,CSTT 300-2,SIMILAR_DIFFICULTY,0.8
CSPP 200,CSRR 400,SIMILAR_DIFFICULTY,1.0
CSPP 200,CSSS 300,SIMILAR_DIFFICULTY,1.0
CSPP 200,BVVV 200,SIMILAR_DIFFICULTY,1.0
CSPP 200,CSLL 300,SIMILAR_DIFFICULTY,0.8
CSPP 200,BXXX 100,SIMILAR_DIFFICULTY,0.8
CSPP 200,BBBB 200,SIMILAR_DIFFICULTY,0.8
CSPP 200,CSNN 300,SIMILAR_DIFFICULTY,0.8
CSPP 200,CSII 400,SIMILAR_DIFFICULTY,0.8
CSII 200-7,BRRR 400,SIMILAR_DIFFICULTY,0.8
CSII 200-7,CSMM 100-8,SIMILAR_DIFFICULTY,0.8
CSII 200-7,CSOO 200,SIMILAR_DIFFICULTY,0.8
CSII 200-7,CSDD 200,SIMILAR_DIFFICULTY,0.8
CSII 200-7,CSJJ 100,SIMILAR_DIFFICULTY,0.8
CSII 200-7,CSLL 300,SIMILAR_DIFFICULTY,0.8
CSII 200-7,BFFF 300,SIMILAR_DIFFICULTY,0.8
CSQQ 200,BZZZ 200,SIMILAR_DIFFICULTY,0.8
CSQQ 200,CSJJ 200,SIMILAR_DIFFICULTY,1.0
CSQQ 200,BSSS 300,SIMILAR_DIFFICULTY,0.8
CSQQ 200,BXXX 300,SIMILAR_DIFFICULTY,0.8
CSQQ 200,BYYY 400-5,SIMILAR_DIFFICULTY,0.8
CSQQ 200,CSII 200-7,SIMILAR_DIFFICULTY,0.8
CSQQ 200,BJJJ 100,SIMILAR_DIFFICULTY,0.8
CSQQ 200,BXXX 400,SIMILAR_DIFFICULTY,0.8
CSQQ 200,CSLL 100-1,SIMILAR_DIFFICULTY,1.0
CSQQ 200,CSAA 300,SIMILAR_DIFFICULTY,1.0
CSJJ 100,CSII 100,SIMILAR_DIFFICULTY,1.0
CSJJ 100,BJJJ 400,SIMILAR_DIFFICULTY,1.0
CSJJ 100,BKKK 200,SIMILAR_DIFFICULTY,0.8
CSJJ 100,CSPP 200,SIMILAR_DIFFICULTY,0.8
CSJJ 100,BJJJ 100,SIMILAR_DIFFICULTY,0.8
CSJJ 100,BPPP 300,SIMILAR_DIFFICULTY,1.0
CSJJ 100,BOOO 200,SIMILAR_DIFFICULTY,0.8
CSJJ 100,CSRR 400,SIMILAR_DIFFICULTY,0.8
CSJJ 100,BVVV 200,SIMILAR_DIFFICULTY,0.8
CSJJ 100,BXXX 100,SIMILAR_DIFFICULTY,1.0
CSEE 200,CSMM 100-8,SIMILAR_DIFFICULTY,0.8
CSEE 200,BWWW 200,SIMILAR_DIFFICULTY,1.0
CSEE 200,BTTT 200,SIMILAR_DIFFICULTY,1.0
CSEE 200,BBBB 200,SIMILAR_DIFFICULTY,0.8
CSEE 200,BXXX 100,SIMILAR_DIFFICULTY,0.8
CSEE 200,BOOO 200,SIMILAR_DIFFICULTY,1.0
CSEE 200,BKKK 100,SIMILAR_DIFFICULTY,0.8
CSEE 200,CSYY 200-9,SIMILAR_DIFFICULTY,0.8
CSOO 300,CSCC 200,SIMILAR_DIFFICULTY,0.8
CSOO 300,BWWW 200,SIMILAR_DIFFICULTY,0.8
CSOO 300,CSHH 100,SIMILAR_DIFFICULTY,1.0
CSOO 300,BQQQ 400-7,SIMILAR_DIFFICULTY,0.8
CSOO 300,CSRR 400,SIMILAR_DIFFICULTY,0.8
CSOO 300,BPPP 300,SIMILAR_DIFFICULTY,1.0
CSOO 300,BVVV 200-5,SIMILAR_DIFFICULTY,0.8
CSOO 300,BYYY 400,SIMILAR_DIFFICULTY,0.8
CSOO 300,BPPP 100,SIMILAR_DIFFICULTY,0.8
CSMM 300,CSLL 300,SIMILAR_DIFFICULTY,1.0
CSMM 300,CSCC 200,SIMILAR_DIFFICULTY,0.8
CSMM 300,CSQQ 200,SIMILAR_DIFFICULTY,1.0
CSMM 300,CSKK 300,SIMILAR_DIFFICULTY,0.8
CSMM 300,CSFF 300,SIMILAR_DIFFICULTY,1.0
CSMM 300,CSMM 100,SIMILAR_DIFFICULTY,0.8
CSMM 300,BVVV 300,SIMILAR_DIFFICULTY,1.0
CSMM 300,CSYY 200-9,SIMILAR_DIFFICULTY,1.0
CSMM 300,CSTT 300,SIMILAR_DIFFICULTY,1.0
CSLL 400,CSFF 300,SIMILAR_DIFFICULTY,0.8
CSLL 400,BLLL 300-3,SIMILAR_DIFFICULTY,0.8
CSLL 400,BPPP 300,SIMILAR_DIFFICULTY,0.8
CSLL 400,BAAA 200-8,SIMILAR_DIFFICULTY,1.0
CSLL 400,CSYY 300,SIMILAR_DIFFICULTY,1.0
CSLL 400,CSYY 400,SIMILAR_DIFFICULTY,1.0
CSLL 400,BKKK 100,SIMILAR_DIFFICULTY,0.8
CSLL 400,CSJJ 100,SIMILAR_DIFFICULTY,0.8
CSNN 100,BDDD 300,SIMILAR_DIFFICULTY,0.8
CSNN 100,CSCC 300,SIMILAR_DIFFICULTY,1.0
CSNN 100,BZZZ 300-9,SIMILAR_DIFFICULTY,0.8
CSNN 100,BOOO 200,SIMILAR_DIFFICULTY,1.0
CSNN 100,CSFF 200,SIMILAR_DIFFICULTY,0.8
CSNN 100,CSYY 400,SIMILAR_DIFFICULTY,1.0
CSNN 100,BAAA 200-8,SIMILAR_DIFFICULTY,1.0
CSJJ 200,CSLL 100,SIMILAR_DIFFICULTY,1.0
CSJJ 200,CSHH 100,SIMILAR_DIFFICULTY,1.0
CSJJ 200,BVVV 200,SIMILAR_DIFFICULTY,0.8
CSJJ 200,BDDD 300,SIMILAR_DIFFICULTY,1.0
CSJJ 200,CSOO 300,SIMILAR_DIFFICULTY,1.0
CSJJ 200,CSFF 200,SIMILAR_DIFFICULTY,1.0
CSJJ 200,CSDD 100,SIMILAR_DIFFICULTY,0.8
CSJJ 200,CSMM 300,SIMILAR_DIFFICULTY,1.0
CSJJ 200,CSMM 100-1,SIMILAR_DIFFICULTY,1.0
CSTT 300,BVVV 200-5,SIMILAR_DIFFICULTY,0.8
CSTT 300,BPPP 300,SIMILAR_DIFFICULTY,1.0
CSTT 300,BDDD 300,SIMILAR_DIFFICULTY,1.0
CSTT 300,CSDD 200,SIMILAR_DIFFICULTY,1.0
CSTT 300,BMMM 200,SIMILAR_DIFFICULTY,0.8
CSTT 300,CSKK 100,SIMILAR_DIFFICULTY,1.0
CSMM 100-8,BPPP 300,SIMILAR_DIFFICULTY,1.0
CSMM 100-8,BGGG 400,SIMILAR_DIFFICULTY,0.8
CSMM 100-8,CSLL 100,SIMILAR_DIFFICULTY,1.0
CSMM 100-8,BLLL 300,SIMILAR_DIFFICULTY,1.0
CSMM 100-8,CSLL 100-1,SIMILAR_DIFFICULTY,1.0
CSMM 100-8,CSLL 300,SIMILAR_DIFFICULTY,1.0
CSMM 100-8,CSRR 400,SIMILAR_DIFFICULTY,0.8
CSMM 100-8,BKKK 100,SIMILAR_DIFFICULTY,1.0
CSHH 300,BKKK 100,SIMILAR_DIFFICULTY,0.8
CSHH 300,BXXX 400-1,SIMILAR_DIFFICULTY,0.8
CSHH 300,BLLL 300-3,SIMILAR_DIFFICULTY,0.8
CSHH 300,CSOO 300,SIMILAR_DIFFICULTY,0.8
CSHH 300,BGGG 400,SIMILAR_DIFFICULTY,1.0
CSYY 300,CSMM 100-1,SIMILAR_DIFFICULTY,0.8
CSYY 300,BVVV 200,SIMILAR_DIFFICULTY,1.0
CSYY 300,CSMM 100,SIMILAR_DIFFICULTY,1.0
CSYY 300,CSCC 200,SIMILAR_DIFFICULTY,1.0
CSYY 300,CSFF 300,SIMILAR_DIFFICULTY,0.8
CSYY 300,CSLL 100,SIMILAR_DIFFICULTY,0.8
CSYY 300,CSPP 100,SIMILAR_DIFFICULTY,0.8
CSYY 300,BVVV 300-8,SIMILAR_DIFFICULTY,0.8
CSUU 100-3,BUUU 100,SIMILAR_DIFFICULTY,1.0
CSUU 100-3,CSUU 100,SIMILAR_DIFFICULTY,0.8
CSUU 100-3,CSPP 100,SIMILAR_DIFFICULTY,0.8
CSUU 100-3,CSOO 300,SIMILAR_DIFFICULTY,0.8
CSUU 100-3,BJJJ 200-2,SIMILAR_DIFFICULTY,0.8
CSUU 100-3,BRRR 400,SIMILAR_DIFFICULTY,0.8
CSUU 100-3,CSII 200-7,SIMILAR_DIFFICULTY,1.0
CSUU 100-3,BKKK 100,SIMILAR_DIFFICULTY,0.8
CSMM 100-1,BUUU 100,SIMILAR_DIFFICULTY,0.8
CSMM 100-1,CSKK 300,SIMILAR_DIFFICULTY,0.8
CSMM 100-1,CSCC 300,SIMILAR_DIFFICULTY,0.8
CSMM 100-1,CSRR 100,SIMILAR_DIFFICULTY,0.8
CSMM 100-1,BZZZ 300-9,SIMILAR_DIFFICULTY,1.0
CSMM 100-1,CSFF 200,SIMILAR_DIFFICULTY,1.0
CSMM 100-1,BRRR 400,SIMILAR_DIFFICULTY,1.0
CSMM 100-1,CSRR 400,SIMILAR_DIFFICULTY,0.8
CSMM 100-1,CSHH 100,SIMILAR_DIFFICULTY,1.0
CSOO 200,BIII 100,SIMILAR_DIFFICULTY,0.8
CSOO 200,BJJJ 200-2,SIMILAR_DIFFICULTY,1.0
CSNN 300,CSLL 300,SIMILAR_DIFFICULTY,1.0
CSNN 300,CSJJ 100,SIMILAR_DIFFICULTY,1.0
CSNN 300,BVVV 300-8,SIMILAR_DIFFICULTY,1.0
CSNN 300,CSPP 100,SIMILAR_DIFFICULTY,1.0
CSNN 300,CSMM 100-1,SIMILAR_DIFFICULTY,1.0
CSNN 300,CSII 100,SIMILAR_DIFFICULTY,1.0
CSNN 300,BPPP 100,SIMILAR_DIFFICULTY,0.8
CSNN 300,BFFF 300,SIMILAR_DIFFICULTY,1.0
CSNN 300,CSSS 300,SIMILAR_DIFFICULTY,0.8
CSNN 300,CSTT 300-2,SIMILAR_DIFFICULTY,1.0
CSFF 200,BXXX 300,SIMILAR_DIFFICULTY,0.8
CSFF 200,BVVV 200-5,SIMILAR_DIFFICULTY,0.8
CSFF 200,BOOO 200,SIMILAR_DIFFICULTY,0.8
CSFF 200,BWWW 200,SIMILAR_DIFFICULTY,0.8
CSFF 200,CSSS 300,SIMILAR_DIFFICULTY,0.8
CSFF 200,BIII 300,SIMILAR_DIFFICULTY,0.8
CSFF 200,BZZZ 300-9,SIMILAR_DIFFICULTY,1.0
CSFF 200,CSYY 300,SIMILAR_DIFFICULTY,0.8
CSLL 100-1,BIII 300-7,SIMILAR_DIFFICULTY,0.8
CSLL 100-1,CSUU 100-3,SIMILAR_DIFFICULTY,0.8
CSLL 100-1,BIII 300,SIMILAR_DIFFICULTY,0.8
CSLL 100-1,CSYY 200-9,SIMILAR_DIFFICULTY,1.0
CSLL 100-1,BQQQ 400-7,SIMILAR_DIFFICULTY,0.8
CSLL 100-1,BUUU 100,SIMILAR_DIFFICULTY,0.8
CSLL 100-1,CSMM 100,SIMILAR_DIFFICULTY,0.8
CSLL 100-1,CSRR 100,SIMILAR_DIFFICULTY,0.8
CSLL 100-1,CSEE 200,SIMILAR_DIFFICULTY,0.8
CSLL 100-1,BMMM 200,SIMILAR_DIFFICULTY,0.8
CSAA 100,CSYY 200,SIMILAR_DIFFICULTY,0.8
CSAA 100,CSUU 100,SIMILAR_DIFFICULTY,0.8
CSAA 100,CSII 200,SIMILAR_DIFFICULTY,1.0
CSAA 100,CSKK 100,SIMILAR_DIFFICULTY,0.8
CSAA 100,CSPP 300,SIMILAR_DIFFICULTY,1.0
CSAA 100,BYYY 400-5,SIMILAR_DIFFICULTY,1.0
CSAA 100,CSPP 200,SIMILAR_DIFFICULTY,1.0
CSPP 300,CSSS 300,SIMILAR_DIFFICULTY,1.0
CSPP 300,CSPP 100,SIMILAR_DIFFICULTY,0.8
CSPP 300,CSTT 300,SIMILAR_DIFFICULTY,0.8
CSPP 300,CSAA 300,SIMILAR_DIFFICULTY,0.8
CSPP 300,CSII 400,SIMILAR_DIFFICULTY,0.8
CSPP 300,BQQQ 200,SIMILAR_DIFFICULTY,1.0
CSPP 300,CSJJ 100,SIMILAR_DIFFICULTY,0.8
CSPP 300,CSPP 200-1,SIMILAR_DIFFICULTY,0.8
CSRR 100,BJJJ 100,SIMILAR_DIFFICULTY,1.0
CSRR 100,CSYY 200,SIMILAR_DIFFICULTY,0.8
CSRR 100,CSFF 200,SIMILAR_DIFFICULTY,0.8
CSRR 100,CSYY 400-7,SIMILAR_DIFFICULTY,1.0
CSRR 100,CSLL 300,SIMILAR_DIFFICULTY,0.8
CSRR 100,CSKK 100,SIMILAR_DIFFICULTY,0.8
CSRR 100,BNNN 300,SIMILAR_DIFFICULTY,1.0
CSRR 100,CSHH 300,SIMILAR_DIFFICULTY,1.0
CSRR 100,BAAA 200,SIMILAR_DIFFICULTY,0.8
CSTT 300-2,CSFF 300,SIMILAR_DIFFICULTY,1.0
CSTT 300-2,CSPP 200,SIMILAR_DIFFICULTY,0.8
CSTT 300-2,CSQQ 200,SIMILAR_DIFFICULTY,1.0
CSTT 300-2,BJJJ 200,SIMILAR_DIFFICULTY,0.8
CSTT 300-2,CSAA 300,SIMILAR_DIFFICULTY,1.0
CSTT 300-2,CSJJ 100,SIMILAR_DIFFICULTY,1.0
CSTT 300-2,CSKK 100,SIMILAR_DIFFICULTY,1.0
CSTT 300-2,CSHH 100,SIMILAR_DIFFICULTY,1.0
CSTT 300-2,BWWW 200,SIMILAR_DIFFICULTY,0.8
CSTT 300-2,BDDD 300,SIMILAR_DIFFICULTY,1.0
CSRR 300,CSUU 100-3,SIMILAR_DIFFICULTY,0.8
CSRR 300,CSOO 200,SIMILAR_DIFFICULTY,1.0
CSYY 400,BXXX 100,SIMILAR_DIFFICULTY,0.8
CSYY 400,BQQQ 400-5,SIMILAR_DIFFICULTY,0.8
CSYY 400,BJJJ 400,SIMILAR_DIFFICULTY,0.8
CSYY 400,BRRR 400,SIMILAR_DIFFICULTY,0.8
CSYY 400,CSSS 300,SIMILAR_DIFFICULTY,1.0
CSYY 400,CSDD 200,SIMILAR_DIFFICULTY,0.8
CSYY 400,BOOO 200,SIMILAR_DIFFICULTY,1.0
CSYY 400,CSTT 300,SIMILAR_DIFFICULTY,0.8
CSYY 200-9,BLLL 300-3,SIMILAR_DIFFICULTY,1.0
CSYY 200-9,CSNN 100,SIMILAR_DIFFICULTY,0.8
CSYY 200-9,CSKK 300,SIMILAR_DIFFICULTY,0.8
CSYY 200-9,BKKK 100,SIMILAR_DIFFICULTY,1.0
CSYY 200-9,BVVV 300-8,SIMILAR_DIFFICULTY,1.0
CSYY 200-9,BZZZ 300-9,SIMILAR_DIFFICULTY,1.0
CSYY 200-9,BIII 300,SIMILAR_DIFFICULTY,0.8
CSYY 200-9,CSAA 100,SIMILAR_DIFFICULTY,0.8
CSYY 200-9,CSLL 300,SIMILAR_DIFFICULTY,1.0
CSPP 200-1,CSPP 300,SIMILAR_DIFFICULTY,0.8
CSPP 200-1,CSPP 200,SIMILAR_DIFFICULTY,0.8
CSPP 200-1,BYYY 400-5,SIMILAR_DIFFICULTY,0.8
CSPP 200-1,BBBB 200,SIMILAR_DIFFICULTY,1.0
CSPP 200-1,BCCC 200,SIMILAR_DIFFICULTY,1.0
CSII 400,BWWW 200,SIMILAR_DIFFICULTY,0.8
CSII 400,CSYY 300,SIMILAR_DIFFICULTY,0.8
CSFF 300,CSAA 300,SIMILAR_DIFFICULTY,1.0
CSFF 300,CSNN 300,SIMILAR_DIFFICULTY,1.0
CSFF 300,BJJJ 100,SIMILAR_DIFFICULTY,0.8
CSFF 300,CSOO 300,SIMILAR_DIFFICULTY,1.0
CSFF 300,CSMM 100-8,SIMILAR_DIFFICULTY,1.0
CSFF 300,BNNN 300,SIMILAR_DIFFICULTY,0.8
CSFF 300,CSWW 400,SIMILAR_DIFFICULTY,1.0
CSFF 300,BLLL 100,SIMILAR_DIFFICULTY,1.0
CSFF 300,CSYY 300,SIMILAR_DIFFICULTY,0.8
CSII 100,BNNN 300,SIMILAR_DIFFICULTY,0.8
CSII 100,BYYY 400,SIMILAR_DIFFICULTY,0.8
CSII 100,CSOO 300,SIMILAR_DIFFICULTY,1.0
CSII 100,CSSS 300,SIMILAR_DIFFICULTY,0.8
CSII 100,BZZZ 300,SIMILAR_DIFFICULTY,0.8
CSII 100,CSUU 100,SIMILAR_DIFFICULTY,1.0
CSII 100,CSFF 300,SIMILAR_DIFFICULTY,1.0
CSII 100,BWWW 200,SIMILAR_DIFFICULTY,0.8
CSII 100,CSYY 400,SIMILAR_DIFFICULTY,0.8
CSII 100,BAAA 200,SIMILAR_DIFFICULTY,1.0
CSCC 200,CSPP 200-1,SIMILAR_DIFFICULTY,0.8
CSCC 200,BXXX 100,SIMILAR_DIFFICULTY,0.8
CSCC 200,CSLL 100,SIMILAR_DIFFICULTY,0.8
CSCC 200,BQQQ 400-5,SIMILAR_DIFFICULTY,0.8
CSCC 200,BXXX 400-1,SIMILAR_DIFFICULTY,0.8
CSCC 200,CSEE 200,SIMILAR_DIFFICULTY,1.0
CSCC 200,BRRR 400,SIMILAR_DIFFICULTY,0.8
CSCC 200,CSYY 200,SIMILAR_DIFFICULTY,0.8
CSYY 400-7,BGGG 400,SIMILAR_DIFFICULTY,1.0
CSYY 400-7,CSFF 200,SIMILAR_DIFFICULTY,0.8
CSYY 400-7,CSLL 100,SIMILAR_DIFFICULTY,0.8
CSYY 400-7,BIII 100,SIMILAR_DIFFICULTY,1.0
CSYY 400-7,CSYY 200,SIMILAR_DIFFICULTY,0.8
CSYY 400-7,CSII 100,SIMILAR_DIFFICULTY,0.8
CSYY 400-7,BIII 300-7,SIMILAR_DIFFICULTY,1.0
CSYY 400-7,BJJJ 100,SIMILAR_DIFFICULTY,1.0
CSYY 400-7,CSQQ 200,SIMILAR_DIFFICULTY,0.8
CSKK 100,BLLL 100,SIMILAR_DIFFICULTY,1.0
CSKK 100,CSPP 200,SIMILAR_DIFFICULTY,0.8
CSKK 100,CSHH 300,SIMILAR_DIFFICULTY,0.8
CSKK 100,BJJJ 400,SIMILAR_DIFFICULTY,1.0
CSKK 100,BKKK 200,SIMILAR_DIFFICULTY,0.8
CSKK 100,BKKK 100,SIMILAR_DIFFICULTY,1.0
CSKK 100,CSAA 300,SIMILAR_DIFFICULTY,1.0
CSKK 100,BYYY 400-5,SIMILAR_DIFFICULTY,0.8
CSKK 100,BAAA 100,SIMILAR_DIFFICULTY,0.8
CSKK 100,CSMM 100-1,SIMILAR_DIFFICULTY,1.0
CSRR 400,CSKK 100,SIMILAR_DIFFICULTY,0.8
CSRR 400,BLLL 100,SIMILAR_DIFFICULTY,0.8
CSRR 400,CSJJ 100,SIMILAR_DIFFICULTY,0.8
CSRR 400,CSII 400,SIMILAR_DIFFICULTY,0.8
CSRR 400,BOOO 200,SIMILAR_DIFFICULTY,1.0
CSRR 400,BYYY 400-5,SIMILAR_DIFFICULTY,1.0
CSRR 400,CSPP 300,SIMILAR_DIFFICULTY,1.0
CSRR 400,BDDD 300,SIMILAR_DIFFICULTY,0.8
CSRR 400,BVVV 200-5,SIMILAR_DIFFICULTY,1.0
CSRR 400,CSTT 300,SIMILAR_DIFFICULTY,0.8
CSAA 300,BLLL 300-3,SIMILAR_DIFFICULTY,1.0
CSAA 300,BXXX 300,SIMILAR_DIFFICULTY,0.8
CSAA 300,BZZZ 300,SIMILAR_DIFFICULTY,0.8
CSAA 300,CSMM 100-8,SIMILAR_DIFFICULTY,1.0
CSAA 300,CSKK 300,SIMILAR_DIFFICULTY,0.8
CSAA 300,BRRR 400,SIMILAR_DIFFICULTY,1.0
CSAA 300,BKKK 100,SIMILAR_DIFFICULTY,1.0
CSAA 300,BQQQ 200,SIMILAR_DIFFICULTY,0.8
CSSS 300,CSRR 400,SIMILAR_DIFFICULTY,1.0
CSSS 300,BJJJ 400,SIMILAR_DIFFICULTY,0.8
CSSS 300,CSOO 300,SIMILAR_DIFFICULTY,0.8
CSSS 300,BZZZ 300,SIMILAR_DIFFICULTY,1.0
CSSS 300,BYYY 400-5,SIMILAR_DIFFICULTY,1.0
CSSS 300,CSMM 100-8,SIMILAR_DIFFICULTY,0.8
CSSS 300,CSNN 100,SIMILAR_DIFFICULTY,1.0
CSHH 100,BKKK 100,SIMILAR_DIFFICULTY,1.0
CSHH 100,CSRR 400,SIMILAR_DIFFICULTY,0.8
CSHH 100,CSMM 100-8,SIMILAR_DIFFICULTY,1.0
CSHH 100,CSJJ 100,SIMILAR_DIFFICULTY,1.0
CSHH 100,BAAA 100,SIMILAR_DIFFICULTY,0.8
CSHH 100,CSHH 300,SIMILAR_DIFFICULTY,0.8
CSHH 100,CSJJ 200,SIMILAR_DIFFICULTY,1.0
CSHH 100,CSNN 100,SIMILAR_DIFFICULTY,0.8
CSHH 100,BSSS 300,SIMILAR_DIFFICULTY,0.8
CSHH 100,CSII 200,SIMILAR_DIFFICULTY,0.8
CSWW 400,CSLL 100-1,SIMILAR_DIFFICULTY,1.0
CSWW 400,CSKK 300,SIMILAR_DIFFICULTY,0.8
CSWW 400,BQQQ 400,SIMILAR_DIFFICULTY,1.0
CSWW 400,CSTT 300,SIMILAR_DIFFICULTY,1.0
CSWW 400,BUUU 100,SIMILAR_DIFFICULTY,0.8
CSWW 400,BVVV 200-5,SIMILAR_DIFFICULTY,0.8
CSWW 400,BXXX 400-1,SIMILAR_DIFFICULTY,1.0
CSWW 400,BRRR 400,SIMILAR_DIFFICULTY,1.0
