:START_ID(Student),:END_ID(Student),:TYPE,similarity:float,courses
PE14938,IK85363,SIMILAR_PERFORMANCE,0.92,CSEE 200;BJJJ 100;CSDD 200
PE14938,OL00858,SIMILAR_PERFORMANCE,0.78,BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,MH22059,SIMILAR_PERFORMANCE,0.82,BVVV 200;BUUU 100;BJJJ 100
PE14938,UY04824,SIMILAR_PERFORMANCE,0.82,BUUU 100;BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,RR13635,SIMILAR_PERFORMANCE,0.78,CSEE 200;BUUU 100;BJJJ 100;CSDD 200
PE14938,WX68967,SIMILAR_PERFORMANCE,0.9,CSMM 100-1;CSEE 200;BJJJ 100;CSDD 200
PE14938,ZX20876,SIMILAR_PERFORMANCE,0.9,CSEE 200;BUUU 100;BJJJ 100;CSDD 200
PE14938,UL58104,SIMILAR_PERFORMANCE,0.86,BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,EM11165,SIMILAR_PERFORMANCE,0.9,CSEE 200;BJJJ 100;CSDD 200
PE14938,OL57622,SIMILAR_PERFORMANCE,0.84,BUUU 100;BVVV 200;BJJJ 100;CSEE 200;CSDD 200
PE14938,ZC55706,SIMILAR_PERFORMANCE,0.88,CSEE 200;BJJJ 100;CSDD 200
PE14938,NM04751,SIMILAR_PERFORMANCE,0.97,CSEE 200;BUUU 100;BJJJ 100
PE14938,ZK84285,SIMILAR_PERFORMANCE,0.97,CSEE 200;BJJJ 100;CSDD 200
PE14938,MC90815,SIMILAR_PERFORMANCE,0.88,CSMM 100-1;BJJJ 100;CSDD 200
PE14938,WM12931,SIMILAR_PERFORMANCE,0.79,BUUU 100;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,GA80127,SIMILAR_PERFORMANCE,0.84,CSMM 100-1;CSEE 200;BUUU 100;CSDD 200
PE14938,DZ94339,SIMILAR_PERFORMANCE,0.82,BVVV 200;CSEE 200;CSDD 200
PE14938,YE66905,SIMILAR_PERFORMANCE,0.86,BVVV 200;BUUU 100;CSDD 200;CSMM 100-1
PE14938,BK23458,SIMILAR_PERFORMANCE,0.88,BVVV 200;CSEE 200;CSDD 200
PE14938,DR44526,SIMILAR_PERFORMANCE,0.84,CSMM 100-1;CSEE 200;CSDD 200
PE14938,KS97166,SIMILAR_PERFORMANCE,0.77,BUUU 100;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,GM14384,SIMILAR_PERFORMANCE,0.71,BVVV 200;BUUU 100;BJJJ 100
PE14938,KO20683,SIMILAR_PERFORMANCE,0.84,BUUU 100;BJJJ 100;CSDD 200
PE14938,HR66637,SIMILAR_PERFORMANCE,0.9,BVVV 200;CSEE 200;BJJJ 100;CSDD 200
PE14938,OR26871,SIMILAR_PERFORMANCE,0.78,CSMM 100-1;BJJJ 100;CSDD 200
PE14938,TZ50801,SIMILAR_PERFORMANCE,0.92,BVVV 200;BJJJ 100;CSDD 200
PE14938,SO87313,SIMILAR_PERFORMANCE,0.88,BUUU 100;BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200
PE14938,IP07023,SIMILAR_PERFORMANCE,0.91,CSEE 200;BJJJ 100;CSDD 200
PE14938,BP07404,SIMILAR_PERFORMANCE,0.91,CSEE 200;BJJJ 100;CSDD 200
PE14938,HH82976,SIMILAR_PERFORMANCE,0.88,BUUU 100;BVVV 200;BJJJ 100;CSEE 200;CSDD 200
PE14938,MX25307,SIMILAR_PERFORMANCE,0.94,CSMM 100-1;CSEE 200;BJJJ 100;CSDD 200
PE14938,DP60776,SIMILAR_PERFORMANCE,0.91,BUUU 100;BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,TX44583,SIMILAR_PERFORMANCE,0.88,CSEE 200;BUUU 100;BJJJ 100
PE14938,JL77391,SIMILAR_PERFORMANCE,0.92,CSEE 200;BJJJ 100;CSDD 200
PE14938,ZU54217,SIMILAR_PERFORMANCE,0.69,BVVV 200;BUUU 100;CSDD 200
PE14938,LN04100,SIMILAR_PERFORMANCE,0.92,CSEE 200;BJJJ 100;CSDD 200
PE14938,ZV85696,SIMILAR_PERFORMANCE,0.85,CSMM 100-1;CSEE 200;BJJJ 100;CSDD 200
PE14938,HC47409,SIMILAR_PERFORMANCE,0.94,BVVV 200;CSEE 200;BJJJ 100;CSDD 200
PE14938,DT16402,SIMILAR_PERFORMANCE,0.92,BUUU 100;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,GZ35594,SIMILAR_PERFORMANCE,0.9,BVVV 200;CSEE 200;CSDD 200
PE14938,YJ75527,SIMILAR_PERFORMANCE,0.84,BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,VY05146,SIMILAR_PERFORMANCE,0.82,BVVV 200;CSEE 200;BJJJ 100;CSDD 200
PE14938,GL32042,SIMILAR_PERFORMANCE,0.88,BUUU 100;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,YL62376,SIMILAR_PERFORMANCE,0.82,CSEE 200;BUUU 100;CSDD 200
PE14938,VA23977,SIMILAR_PERFORMANCE,0.79,BVVV 200;CSEE 200;BJJJ 100;CSDD 200
PE14938,ZD54169,SIMILAR_PERFORMANCE,0.84,BUUU 100;BJJJ 100;CSDD 200
PE14938,KR95313,SIMILAR_PERFORMANCE,0.98,CSEE 200;BJJJ 100;CSDD 200
PE14938,WZ04429,SIMILAR_PERFORMANCE,0.84,CSMM 100-1;CSEE 200;BUUU 100
PE14938,BQ91971,SIMILAR_PERFORMANCE,0.88,BUUU 100;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,QW03775,SIMILAR_PERFORMANCE,0.87,BVVV 200;CSEE 200;BJJJ 100;CSMM 100-1
PE14938,KN60485,SIMILAR_PERFORMANCE,0.8,BUUU 100;BJJJ 100;CSDD 200
PE14938,MR12907,SIMILAR_PERFORMANCE,0.85,BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,LE09487,SIMILAR_PERFORMANCE,0.77,CSEE 200;BJJJ 100;CSDD 200
PE14938,ZL84431,SIMILAR_PERFORMANCE,0.88,CSEE 200;BUUU 100;BJJJ 100;CSDD 200
PE14938,BT26162,SIMILAR_PERFORMANCE,0.87,CSMM 100-1;CSEE 200;BJJJ 100;CSDD 200
PE14938,LD74009,SIMILAR_PERFORMANCE,0.78,BVVV 200;CSEE 200;CSDD 200;CSMM 100-1
PE14938,QN20301,SIMILAR_PERFORMANCE,0.94,CSEE 200;BJJJ 100;CSDD 200
PE14938,OR28097,SIMILAR_PERFORMANCE,0.87,CSEE 200;BJJJ 100;CSDD 200
PE14938,SW68863,SIMILAR_PERFORMANCE,0.84,CSMM 100-1;CSEE 200;CSDD 200
PE14938,NJ89621,SIMILAR_PERFORMANCE,0.69,CSEE 200;BUUU 100;BJJJ 100
PE14938,MR64530,SIMILAR_PERFORMANCE,0.82,CSEE 200;BUUU 100;BJJJ 100;CSDD 200
PE14938,PS43438,SIMILAR_PERFORMANCE,0.9,BUUU 100;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,BX57389,SIMILAR_PERFORMANCE,0.86,BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,TA38431,SIMILAR_PERFORMANCE,0.84,BVVV 200;BJJJ 100;CSDD 200
PE14938,IS35557,SIMILAR_PERFORMANCE,0.88,BVVV 200;CSEE 200;BJJJ 100;CSDD 200
PE14938,WC54484,SIMILAR_PERFORMANCE,0.88,BVVV 200;CSEE 200;BJJJ 100
PE14938,DC63922,SIMILAR_PERFORMANCE,0.79,BVVV 200;CSEE 200;BJJJ 100;CSDD 200
PE14938,BD38075,SIMILAR_PERFORMANCE,0.94,BVVV 200;BJJJ 100;CSDD 200
PE14938,TF30880,SIMILAR_PERFORMANCE,0.87,CSEE 200;BUUU 100;BJJJ 100;CSDD 200
PE14938,ID17309,SIMILAR_PERFORMANCE,0.9,CSEE 200;BJJJ 100;CSDD 200
PE14938,OW99646,SIMILAR_PERFORMANCE,0.92,BUUU 100;BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,KN20313,SIMILAR_PERFORMANCE,0.9,BUUU 100;BJJJ 100;CSDD 200
PE14938,LH23040,SIMILAR_PERFORMANCE,0.74,BUUU 100;BVVV 200;BJJJ 100;CSEE 200;CSDD 200
PE14938,NP28959,SIMILAR_PERFORMANCE,0.87,BUUU 100;BVVV 200;BJJJ 100;CSEE 200;CSDD 200
PE14938,DW83803,SIMILAR_PERFORMANCE,0.88,CSMM 100-1;CSEE 200;BUUU 100;BJJJ 100
PE14938,IW60774,SIMILAR_PERFORMANCE,0.76,CSMM 100-1;CSEE 200;CSDD 200
PE14938,YU33749,SIMILAR_PERFORMANCE,0.88,CSEE 200;BUUU 100;BJJJ 100
PE14938,GL24722,SIMILAR_PERFORMANCE,0.88,BUUU 100;BVVV 200;BJJJ 100;CSEE 200;CSDD 200
PE14938,SI85805,SIMILAR_PERFORMANCE,0.78,BVVV 200;CSEE 200;BJJJ 100
PE14938,MG62712,SIMILAR_PERFORMANCE,0.87,BVVV 200;CSEE 200;CSDD 200
PE14938,FZ44427,SIMILAR_PERFORMANCE,0.88,CSMM 100-1;CSEE 200;BJJJ 100;CSDD 200
PE14938,HY30880,SIMILAR_PERFORMANCE,0.75,BUUU 100;BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,GK85007,SIMILAR_PERFORMANCE,0.81,CSMM 100-1;CSEE 200;BJJJ 100;CSDD 200
PE14938,PQ17212,SIMILAR_PERFORMANCE,0.88,BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,VY68836,SIMILAR_PERFORMANCE,0.82,CSEE 200;BUUU 100;BJJJ 100
PE14938,EP02075,SIMILAR_PERFORMANCE,0.89,CSEE 200;BUUU 100;BJJJ 100;CSDD 200
PE14938,FQ35147,SIMILAR_PERFORMANCE,0.82,BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,ML58852,SIMILAR_PERFORMANCE,0.82,CSMM 100-1;BUUU 100;BJJJ 100;CSDD 200
PE14938,OB62136,SIMILAR_PERFORMANCE,0.88,CSMM 100-1;CSEE 200;BJJJ 100;CSDD 200
PE14938,OH91049,SIMILAR_PERFORMANCE,0.7,BVVV 200;CSEE 200;CSMM 100-1
PE14938,VI61496,SIMILAR_PERFORMANCE,0.87,BVVV 200;CSEE 200;BJJJ 100;CSDD 200
PE14938,NF20081,SIMILAR_PERFORMANCE,0.9,BVVV 200;CSEE 200;BJJJ 100;CSDD 200
PE14938,JV78966,SIMILAR_PERFORMANCE,0.9,BVVV 200;BUUU 100;BJJJ 100;CSDD 200
PE14938,NO45981,SIMILAR_PERFORMANCE,0.9,CSMM 100-1;CSEE 200;BJJJ 100;CSDD 200
PE14938,FJ18320,SIMILAR_PERFORMANCE,0.88,CSEE 200;BUUU 100;BJJJ 100
PE14938,GM11287,SIMILAR_PERFORMANCE,0.82,CSMM 100-1;CSEE 200;BJJJ 100;CSDD 200
PE14938,NL37689,SIMILAR_PERFORMANCE,0.92,CSEE 200;BJJJ 100;CSDD 200
PE14938,NX66670,SIMILAR_PERFORMANCE,0.76,BUUU 100;BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,XD53714,SIMILAR_PERFORMANCE,0.69,CSEE 200;BJJJ 100;CSDD 200
PE14938,AV62531,SIMILAR_PERFORMANCE,0.78,CSEE 200;BUUU 100;CSDD 200
PE14938,KC48970,SIMILAR_PERFORMANCE,0.93,BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,QN96582,SIMILAR_PERFORMANCE,0.82,BVVV 200;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
PE14938,ML61469,SIMILAR_PERFORMANCE,0.82,BVVV 200;CSEE 200;BJJJ 100;CSDD 200
PE14938,ND27152,SIMILAR_PERFORMANCE,0.85,BUUU 100;BJJJ 100;CSMM 100-1;CSEE 200;CSDD 200
SL83449,QE42723,SIMILAR_PERFORMANCE,0.75,BLLL 100;CSFF 200;CSPP 100;BIII 100
SL83449,IM31063,SIMILAR_PERFORMANCE,0.76,CSLL 100-1;CSJJ 200;BXXX 100;BLLL 100;BJJJ 100;CSMM 100-8;CSEE 200;CSDD 200
SL83449,FH22315,SIMILAR_PERFORMANCE,0.88,CSKK 300;BAAA 100;BJJJ 100;CSDD 200;BIII 100;BLLL 100;BPPP 100;BTTT 200;BPPP 300;CSNN 100;CSFF 200;BXXX 100;CSQQ 200;CSPP 100;CSRR 100;CSDD 100;CSUU 100-3;BOOO 200;CSLL 100;CSEE 200
SL83449,TH40303,SIMILAR_PERFORMANCE,0.87,BXXX 100;BPPP 100;BUUU 100;BTTT 200;CSPP 100;BJJJ 100;CSJJ 100;CSNN 100;BIII 100
SL83449,RG81143,SIMILAR_PERFORMANCE,0.87,CSKK 300;BJJJ 100;CSDD 200;BIII 100;BLLL 100;BPPP 100;BTTT 200;CSJJ 100;BPPP 300;CSNN 100;BUUU 100;CSPP 100;CSMM 100-8;CSCC 300;CSDD 100;CSRR 100;BOOO 200;CSLL 100;CSEE 200
SL83449,NG59236,SIMILAR_PERFORMANCE,0.82,BTTT 200;CSUU 100-3;BJJJ 100
SL83449,PE14938,SIMILAR_PERFORMANCE,0.88,CSEE 200;BUUU 100;BJJJ 100;CSDD 200
SL83449,VT93298,SIMILAR_PERFORMANCE,0.83,CSNN 100;BUUU 100;BIII 100
SL83449,RE24547,SIMILAR_PERFORMANCE,0.86,CSNN 100;CSEE 200;BTTT 200;BJJJ 100
SL83449,OR04317,SIMILAR_PERFORMANCE,0.82,BLLL 100;CSDD 100;CSRR 100;CSJJ 100;CSPP 300;CSOO 200;BTTT 200;BJJJ 100;CSLL 100;CSEE 200;CSDD 200
SL83449,QE59126,SIMILAR_PERFORMANCE,0.82,BLLL 100;BXXX 100;CSUU 100-3;BTTT 200;BJJJ 100;CSLL 100;CSNN 100;CSEE 200;CSDD 200
SL83449,WT20573,SIMILAR_PERFORMANCE,0.82,BLLL 100;BPPP 100;CSLL 100;CSUU 100-3;CSPP 100;CSJJ 100;CSNN 100;CSDD 200
SL83449,TD34201,SIMILAR_PERFORMANCE,0.84,CSEE 200;CSUU 100-3;BJJJ 100;BIII 100
SL83449,MO56628,SIMILAR_PERFORMANCE,0.84,CSLL 100-1;CSJJ 200;BLLL 100;BAAA 100;BUUU 100;CSUU 100-3;CSPP 300;CSPP 100;CSFF 200;CSJJ 100;CSNN 100;CSDD 200
SL83449,JK03015,SIMILAR_PERFORMANCE,0.79,BLLL 100;CSPP 100;CSLL 100;CSCC 300;CSNN 100;CSRR 100;BIII 100
SL83449,QM98949,SIMILAR_PERFORMANCE,0.88,BLLL 100;BPPP 100;BTTT 200;CSPP 100;BJJJ 100;CSLL 100;CSNN 100;CSEE 200;CSDD 200;BIII 100
SL83449,VD91948,SIMILAR_PERFORMANCE,0.75,BLLL 100;BPPP 100;CSQQ 200;BUUU 100;CSUU 100-3;CSOO 200;CSFF 200;BJJJ 100;CSLL 100;CSNN 100;CSDD 200;BIII 100
SL83449,KP13786,SIMILAR_PERFORMANCE,0.92,BXXX 100;CSMM 100-8;CSLL 100;CSNN 100;BIII 100
SL83449,CO71438,SIMILAR_PERFORMANCE,0.88,CSOO 200;BJJJ 100;CSDD 200;BIII 100;BLLL 100;CSPP 300;CSSS 300;BTTT 200;CSJJ 100;BPPP 300;CSNN 100;BXXX 100;BUUU 100;CSPP 100;CSMM 100-8;CSCC 300;CSUU 100-3;CSLL 100;CSEE 200
SL83449,PW67541,SIMILAR_PERFORMANCE,0.78,CSLL 100;BLLL 100;CSUU 100-3
SL83449,YO91750,SIMILAR_PERFORMANCE,0.94,BTTT 200;CSPP 100;CSDD 200;BJJJ 100
SL83449,BU30827,SIMILAR_PERFORMANCE,0.87,CSUU 100-3;BAAA 100;CSOO 200;BTTT 200;CSLL 100;CSEE 200
SL83449,EB55549,SIMILAR_PERFORMANCE,0.83,CSUU 100-3;BUUU 100;BAAA 100;BTTT 200;CSPP 100;CSJJ 100;CSNN 100;CSRR 100;CSDD 200
SL83449,RU46405,SIMILAR_PERFORMANCE,0.84,CSUU 100-3;BTTT 200;CSLL 100;CSNN 100;CSDD 200
SL83449,AI35006,SIMILAR_PERFORMANCE,0.81,CSKK 300;CSOO 200;BJJJ 100;CSDD 200;BIII 100;BLLL 100;CSPP 300;BTTT 200;CSJJ 100;BPPP 300;CSNN 100;BXXX 100;BUUU 100;CSPP 100;CSMM 100-8;CSCC 300;CSRR 100;CSUU 100-3;CSLL 100;CSEE 200
SL83449,IZ22658,SIMILAR_PERFORMANCE,0.86,BXXX 100;BPPP 100;BAAA 100;BTTT 200;CSPP 100
SL83449,JG88622,SIMILAR_PERFORMANCE,0.88,BLLL 100;BXXX 100;CSDD 100;CSUU 100-3;CSSS 300;BTTT 200;BJJJ 100;BPPP 300;CSEE 200;CSDD 200;BIII 100
SL83449,OM35998,SIMILAR_PERFORMANCE,0.82,BLLL 100;CSRR 100;CSKK 300;CSUU 100-3;BTTT 200;CSPP 100;BJJJ 100;CSMM 100-8;CSLL 100;CSNN 100;CSEE 200;CSDD 200;BIII 100
SL83449,HW56814,SIMILAR_PERFORMANCE,0.77,BLLL 100;CSLL 100;BAAA 100;BJJJ 100;CSJJ 100;CSNN 100;CSRR 100;CSDD 200;BIII 100
SL83449,GI17239,SIMILAR_PERFORMANCE,0.9,CSLL 100;CSEE 200;CSUU 100-3;CSMM 100-8
SL83449,WR15472,SIMILAR_PERFORMANCE,0.8,CSLL 100-1;BLLL 100;CSUU 100-3;BUUU 100;BAAA 100;CSPP 100;BJJJ 100;CSDD 200
SL83449,ZY58591,SIMILAR_PERFORMANCE,0.84,CSNN 100;BTTT 200;CSPP 100;BPPP 300;CSFF 200;CSRR 100;CSDD 200;BIII 100
SL83449,BN03816,SIMILAR_PERFORMANCE,0.87,BLLL 100;CSEE 200;CSCC 300;CSKK 300;BAAA 100;CSUU 100-3;BTTT 200;CSPP 100;BJJJ 100;CSLL 100;BPPP 300;CSNN 100;CSDD 100;CSDD 200;BIII 100
SL83449,MI02580,SIMILAR_PERFORMANCE,0.78,BLLL 100;BXXX 100;CSLL 100;CSUU 100-3;BAAA 100;CSOO 200;CSPP 100;CSMM 100-8;CSEE 200;CSDD 200
SL83449,SQ18760,SIMILAR_PERFORMANCE,0.88,CSNN 100;CSPP 100;BTTT 200
SL83449,YO61017,SIMILAR_PERFORMANCE,0.86,CSKK 300;CSUU 100-3;CSJJ 100;CSPP 100;CSFF 200;BJJJ 100;CSLL 100;CSNN 100;CSDD 200
SL83449,AF43303,SIMILAR_PERFORMANCE,0.84,BLLL 100;CSOO 200;CSPP 100;BJJJ 100;CSLL 100;CSNN 100;CSDD 200;BIII 100
SL83449,DW75169,SIMILAR_PERFORMANCE,0.77,BUUU 100;BAAA 100;CSPP 100;CSLL 100;CSFF 200;CSDD 200
SL83449,KR50357,SIMILAR_PERFORMANCE,0.84,BLLL 100;BPPP 100;CSRR 100;CSLL 100;CSCC 300;BAAA 100;CSOO 200;BTTT 200;CSPP 100;CSJJ 100;BPPP 300;CSNN 100;CSDD 100;CSDD 200;BIII 100
SL83449,WG08334,SIMILAR_PERFORMANCE,0.79,BLLL 100;CSQQ 200;CSKK 300;CSUU 100-3;CSPP 300;CSPP 100;BJJJ 100;CSJJ 100;CSFF 200;CSRR 100;BIII 100
SL83449,QV19697,SIMILAR_PERFORMANCE,0.86,BLLL 100;BXXX 100;BPPP 100;CSKK 300;BAAA 100;CSUU 100-3;CSPP 100;CSFF 200;BJJJ 100;BOOO 200;CSMM 100-8;BPPP 300;CSNN 100;CSEE 200;CSDD 200;BIII 100
SL83449,CB74600,SIMILAR_PERFORMANCE,0.82,BLLL 100;CSLL 100-1;BXXX 100;CSEE 200;CSCC 300;CSKK 300;CSUU 100-3;BTTT 200;CSPP 100;CSFF 200;BJJJ 100;CSLL 100;BPPP 300;CSNN 100;CSDD 100;CSDD 200;BIII 100
SL83449,LF50131,SIMILAR_PERFORMANCE,0.86,CSKK 300;BAAA 100;BTTT 200;CSPP 100;CSRR 100;BIII 100
SL83449,MJ14705,SIMILAR_PERFORMANCE,0.79,CSLL 100;BTTT 200;CSRR 100
SL83449,CC96632,SIMILAR_PERFORMANCE,0.85,CSKK 300;BJJJ 100;CSDD 200;BIII 100;BLLL 100;CSLL 100-1;CSJJ 200;BPPP 100;BTTT 200;BPPP 300;CSFF 200;CSNN 100;BUUU 100;CSPP 100;CSCC 300;CSDD 100;CSUU 100-3;BOOO 200;CSLL 100;CSEE 200
SL83449,BZ85976,SIMILAR_PERFORMANCE,0.8,BTTT 200;CSPP 100;BIII 100
SL83449,QO93785,SIMILAR_PERFORMANCE,0.87,BLLL 100;BAAA 100;CSPP 100;CSNN 100;BIII 100
SL83449,WE24392,SIMILAR_PERFORMANCE,0.88,BLLL 100;CSKK 300;BUUU 100;BAAA 100;CSPP 300;CSSS 300;CSUU 100-3;BTTT 200;CSPP 100;CSJJ 100;CSLL 100;BPPP 300;CSFF 200;CSEE 200;CSDD 200;BIII 100
SL83449,YD68656,SIMILAR_PERFORMANCE,0.86,CSLL 100-1;BLLL 100;CSEE 200;CSRR 100;CSUU 100-3;BTTT 200;BJJJ 100;CSLL 100;BPPP 300;CSFF 200;CSDD 100;CSDD 200;BIII 100
SL83449,WF94058,SIMILAR_PERFORMANCE,0.69,CSLL 100-1;BXXX 100;CSUU 100-3;CSNN 100
SL83449,XC73672,SIMILAR_PERFORMANCE,0.85,BLLL 100;CSSS 300;BTTT 200;CSNN 100;CSEE 200;CSDD 200
SL83449,GJ37570,SIMILAR_PERFORMANCE,0.88,BLLL 100;BXXX 100;CSLL 100;CSDD 200;BIII 100
SL83449,EC50401,SIMILAR_PERFORMANCE,0.83,BLLL 100;BXXX 100;BTTT 200;CSEE 200;CSDD 200
SL83449,ZR64164,SIMILAR_PERFORMANCE,0.91,CSEE 200;CSPP 100;CSKK 300;BJJJ 100
SL83449,NE95814,SIMILAR_PERFORMANCE,0.83,BJJJ 100;CSDD 200;BIII 100;CSLL 100-1;BLLL 100;CSJJ 200;BPPP 100;CSPP 300;BTTT 200;CSJJ 100;BPPP 300;CSFF 200;BXXX 100;BUUU 100;CSPP 100;CSRR 100;CSDD 100;CSUU 100-3;CSLL 100;CSEE 200
SL83449,HD71576,SIMILAR_PERFORMANCE,0.85,CSLL 100-1;CSEE 200;BPPP 100;BUUU 100;CSPP 100;BJJJ 100;CSLL 100;BPPP 300;CSDD 100;CSDD 200;BIII 100
SL83449,MU89676,SIMILAR_PERFORMANCE,0.83,BPPP 100;CSUU 100-3;CSKK 300;BUUU 100;BTTT 200;CSPP 100;BJJJ 100;CSLL 100;BPPP 300;CSFF 200;BIII 100
SL83449,JP85001,SIMILAR_PERFORMANCE,0.84,BLLL 100;CSNN 100;CSEE 200;BUUU 100;CSUU 100-3;CSJJ 100;BPPP 300;CSFF 200;CSDD 100;CSDD 200;BIII 100
SL83449,KJ55945,SIMILAR_PERFORMANCE,0.78,BLLL 100;BPPP 100;CSKK 300;CSUU 100-3;BTTT 200;CSPP 100;BOOO 200;BJJJ 100;CSLL 100;CSCC 300;CSNN 100;CSDD 100
