:START_ID(Student),:END_ID(Student),:TYPE,similarity:float
QE42723,NH78010,SIMILAR_LEARNING_STYLE,0.82
QE42723,SG59748,SIMILAR_LEARNING_STYLE,0.79
IM31063,JV70677,SIMILAR_LEARNING_STYLE,0.73
IM31063,BZ85976,SIMILAR_LEARNING_STYLE,0.84
IM31063,NP28959,SIMILAR_LEARNING_STYLE,0.58
IM31063,NO45981,SIMILAR_LEARNING_STYLE,0.85
IM31063,GY73347,SIMILAR_LEARNING_STYLE,0.85
IM31063,QW27009,SIMILAR_LEARNING_STYLE,0.75
IM31063,EM20654,SIMILAR_LEARNING_STYLE,0.7
IM31063,NQ56356,SIMILAR_LEARNING_STYLE,0.84
IM31063,VI61496,SIMILAR_LEARNING_STYLE,0.82
IM31063,SL83449,SIMILAR_LEARNING_STYLE,0.87
IM31063,GY62557,SIMILAR_LEARNING_STYLE,0.98
IM31063,EO86277,SIMILAR_LEARNING_STYLE,0.68
IM31063,EM51803,SIMILAR_LEARNING_STYLE,0.88
IM31063,UM15124,SIMILAR_LEARNING_STYLE,0.87
IM31063,XR14025,SIMILAR_LEARNING_STYLE,0.86
IM31063,LI13857,SIMILAR_LEARNING_STYLE,0.62
IM31063,WK96612,SIMILAR_LEARNING_STYLE,0.86
IM31063,GG69020,SIMILAR_LEARNING_STYLE,0.79
IM31063,ZU27194,SIMILAR_LEARNING_STYLE,0.77
IM31063,PL75164,SIMILAR_LEARNING_STYLE,0.57
BB11413,KB82456,SIMILAR_LEARNING_STYLE,0.74
BB11413,ZP93140,SIMILAR_LEARNING_STYLE,0.63
BB11413,UW27723,SIMILAR_LEARNING_STYLE,0.58
BB11413,MS86834,SIMILAR_LEARNING_STYLE,0.62
BB11413,BN03816,SIMILAR_LEARNING_STYLE,0.8
BB11413,HC32578,SIMILAR_LEARNING_STYLE,0.6
BB11413,EV00805,SIMILAR_LEARNING_STYLE,0.75
BB11413,BP07404,SIMILAR_LEARNING_STYLE,0.65
BB11413,DC63922,SIMILAR_LEARNING_STYLE,0.78
BB11413,BB74689,SIMILAR_LEARNING_STYLE,0.73
BB11413,WG08334,SIMILAR_LEARNING_STYLE,0.74
BB11413,DY40326,SIMILAR_LEARNING_STYLE,0.64
BB11413,QQ85659,SIMILAR_LEARNING_STYLE,0.57
BB11413,GT86368,SIMILAR_LEARNING_STYLE,0.6
BB11413,CJ25991,SIMILAR_LEARNING_STYLE,0.65
BB11413,BO35367,SIMILAR_LEARNING_STYLE,0.84
BB11413,WE24392,SIMILAR_LEARNING_STYLE,0.66
BB11413,ZP43803,SIMILAR_LEARNING_STYLE,0.73
BB11413,GH64035,SIMILAR_LEARNING_STYLE,0.61
BB11413,PS43438,SIMILAR_LEARNING_STYLE,0.78
FH22315,MS20273,SIMILAR_LEARNING_STYLE,0.76
FH22315,RD91980,SIMILAR_LEARNING_STYLE,0.69
FH22315,MC90815,SIMILAR_LEARNING_STYLE,0.74
FH22315,GJ99102,SIMILAR_LEARNING_STYLE,0.77
FH22315,EB55549,SIMILAR_LEARNING_STYLE,0.84
FH22315,CD89939,SIMILAR_LEARNING_STYLE,0.59
FH22315,KB39666,SIMILAR_LEARNING_STYLE,0.66
FH22315,WN46202,SIMILAR_LEARNING_STYLE,0.73
FH22315,FJ18320,SIMILAR_LEARNING_STYLE,0.73
FH22315,OW99646,SIMILAR_LEARNING_STYLE,0.64
FH22315,BU30827,SIMILAR_LEARNING_STYLE,0.77
FH22315,ZK91067,SIMILAR_LEARNING_STYLE,0.72
FH22315,PZ05699,SIMILAR_LEARNING_STYLE,0.7
FH22315,PG50522,SIMILAR_LEARNING_STYLE,0.6
FH22315,ZK40169,SIMILAR_LEARNING_STYLE,0.98
FH22315,GK85007,SIMILAR_LEARNING_STYLE,0.76
FH22315,WX68967,SIMILAR_LEARNING_STYLE,0.73
FH22315,EP02075,SIMILAR_LEARNING_STYLE,0.61
FH22315,LF81268,SIMILAR_LEARNING_STYLE,0.6
FH22315,AA55760,SIMILAR_LEARNING_STYLE,0.76
OX78212,AV62531,SIMILAR_LEARNING_STYLE,0.88
OX78212,VW90010,SIMILAR_LEARNING_STYLE,0.64
OX78212,LI22196,SIMILAR_LEARNING_STYLE,0.75
OX78212,UY04824,SIMILAR_LEARNING_STYLE,0.99
OX78212,GK85007,SIMILAR_LEARNING_STYLE,0.75
OX78212,LF20615,SIMILAR_LEARNING_STYLE,0.74
OX78212,CD89939,SIMILAR_LEARNING_STYLE,0.86
OX78212,AR91704,SIMILAR_LEARNING_STYLE,0.66
OX78212,BU30827,SIMILAR_LEARNING_STYLE,0.76
OX78212,XN54429,SIMILAR_LEARNING_STYLE,0.74
OX78212,KI21431,SIMILAR_LEARNING_STYLE,0.69
OX78212,TH40303,SIMILAR_LEARNING_STYLE,0.78
OX78212,RH29151,SIMILAR_LEARNING_STYLE,0.95
OX78212,FI95861,SIMILAR_LEARNING_STYLE,0.83
OX78212,WV15382,SIMILAR_LEARNING_STYLE,0.86
OX78212,ZM92876,SIMILAR_LEARNING_STYLE,0.62
OX78212,AK59507,SIMILAR_LEARNING_STYLE,0.7
OX78212,BL36081,SIMILAR_LEARNING_STYLE,0.81
OX78212,EB55549,SIMILAR_LEARNING_STYLE,0.63
OX78212,DW83803,SIMILAR_LEARNING_STYLE,0.74
KI81346,VA23977,SIMILAR_LEARNING_STYLE,0.8
KI81346,CN62555,SIMILAR_LEARNING_STYLE,0.81
KI81346,ZC91293,SIMILAR_LEARNING_STYLE,0.82
KI81346,HS60633,SIMILAR_LEARNING_STYLE,0.74
KI81346,KN20313,SIMILAR_LEARNING_STYLE,0.81
KI81346,ZU54217,SIMILAR_LEARNING_STYLE,0.6
KI81346,NE95814,SIMILAR_LEARNING_STYLE,0.68
KI81346,GI17239,SIMILAR_LEARNING_STYLE,0.64
KI81346,ZC55706,SIMILAR_LEARNING_STYLE,0.61
KI81346,ZA99268,SIMILAR_LEARNING_STYLE,0.79
KI81346,ZK84285,SIMILAR_LEARNING_STYLE,0.7
KI81346,PD76679,SIMILAR_LEARNING_STYLE,0.67
KI81346,JR38933,SIMILAR_LEARNING_STYLE,0.75
KI81346,YS45948,SIMILAR_LEARNING_STYLE,0.78
KI81346,LK08980,SIMILAR_LEARNING_STYLE,0.8
KI81346,WK81661,SIMILAR_LEARNING_STYLE,0.8
KI81346,TL94513,SIMILAR_LEARNING_STYLE,0.85
KI81346,TU13315,SIMILAR_LEARNING_STYLE,0.86
KI81346,PW67541,SIMILAR_LEARNING_STYLE,0.84
KI81346,JK03015,SIMILAR_LEARNING_STYLE,0.65
TH40303,OL57622,SIMILAR_LEARNING_STYLE,0.79
TH40303,FO93396,SIMILAR_LEARNING_STYLE,0.88
TH40303,RD91980,SIMILAR_LEARNING_STYLE,0.66
TH40303,ZS88187,SIMILAR_LEARNING_STYLE,0.71
TH40303,XJ34807,SIMILAR_LEARNING_STYLE,0.78
TH40303,KT10384,SIMILAR_LEARNING_STYLE,0.76
TH40303,VD91948,SIMILAR_LEARNING_STYLE,0.94
TH40303,YE23635,SIMILAR_LEARNING_STYLE,0.77
TH40303,HD74783,SIMILAR_LEARNING_STYLE,0.8
TH40303,FE39432,SIMILAR_LEARNING_STYLE,0.9
TH40303,QM98949,SIMILAR_LEARNING_STYLE,0.69
TH40303,AV62531,SIMILAR_LEARNING_STYLE,0.93
TH40303,OX78212,SIMILAR_LEARNING_STYLE,0.81
TH40303,MC90815,SIMILAR_LEARNING_STYLE,0.87
TH40303,FQ17037,SIMILAR_LEARNING_STYLE,0.66
TH40303,KP13786,SIMILAR_LEARNING_STYLE,0.83
TH40303,XI49577,SIMILAR_LEARNING_STYLE,0.91
TH40303,ZM92876,SIMILAR_LEARNING_STYLE,0.69
TH40303,PG50522,SIMILAR_LEARNING_STYLE,0.88
TH40303,NF96314,SIMILAR_LEARNING_STYLE,0.67
RG81143,VI61496,SIMILAR_LEARNING_STYLE,0.79
RG81143,SL83449,SIMILAR_LEARNING_STYLE,0.7
RG81143,HZ03864,SIMILAR_LEARNING_STYLE,0.81
RG81143,BM55272,SIMILAR_LEARNING_STYLE,0.84
RG81143,EM11165,SIMILAR_LEARNING_STYLE,0.86
RG81143,HR05288,SIMILAR_LEARNING_STYLE,0.69
RG81143,MI02580,SIMILAR_LEARNING_STYLE,0.79
RG81143,KC48970,SIMILAR_LEARNING_STYLE,0.92
RG81143,ZY58591,SIMILAR_LEARNING_STYLE,0.86
RG81143,DA81407,SIMILAR_LEARNING_STYLE,0.6
RG81143,YF98926,SIMILAR_LEARNING_STYLE,0.73
RG81143,TG40145,SIMILAR_LEARNING_STYLE,0.9
RG81143,IL65851,SIMILAR_LEARNING_STYLE,0.85
RG81143,VP90930,SIMILAR_LEARNING_STYLE,0.87
RG81143,CV68220,SIMILAR_LEARNING_STYLE,0.86
RG81143,NV64183,SIMILAR_LEARNING_STYLE,0.91
RG81143,SD52947,SIMILAR_LEARNING_STYLE,0.75
RG81143,FM64641,SIMILAR_LEARNING_STYLE,0.87
RG81143,QO93785,SIMILAR_LEARNING_STYLE,0.79
RG81143,CO95040,SIMILAR_LEARNING_STYLE,0.82
NG59236,AM43618,SIMILAR_LEARNING_STYLE,0.73
NG59236,QR08871,SIMILAR_LEARNING_STYLE,0.72
NG59236,GR69335,SIMILAR_LEARNING_STYLE,0.86
NG59236,FJ18320,SIMILAR_LEARNING_STYLE,0.86
NG59236,EA91795,SIMILAR_LEARNING_STYLE,0.87
NG59236,OX78212,SIMILAR_LEARNING_STYLE,0.86
NG59236,BM11724,SIMILAR_LEARNING_STYLE,0.73
NG59236,CB02789,SIMILAR_LEARNING_STYLE,0.98
NG59236,LF20615,SIMILAR_LEARNING_STYLE,0.72
NG59236,FE42256,SIMILAR_LEARNING_STYLE,0.71
NG59236,YW48105,SIMILAR_LEARNING_STYLE,0.68
NG59236,TA54788,SIMILAR_LEARNING_STYLE,0.72
NG59236,DF31095,SIMILAR_LEARNING_STYLE,0.86
NG59236,EC50401,SIMILAR_LEARNING_STYLE,0.71
NG59236,WN46202,SIMILAR_LEARNING_STYLE,0.76
NG59236,ZR64164,SIMILAR_LEARNING_STYLE,0.63
NG59236,LI22196,SIMILAR_LEARNING_STYLE,0.85
NG59236,UY04824,SIMILAR_LEARNING_STYLE,0.79
NG59236,MS20273,SIMILAR_LEARNING_STYLE,0.72
NG59236,OW99646,SIMILAR_LEARNING_STYLE,0.79
PE14938,WQ50093,SIMILAR_LEARNING_STYLE,0.73
PE14938,GR69335,SIMILAR_LEARNING_STYLE,0.75
PE14938,XJ34807,SIMILAR_LEARNING_STYLE,0.73
PE14938,KP13786,SIMILAR_LEARNING_STYLE,0.79
PE14938,MZ31048,SIMILAR_LEARNING_STYLE,0.71
PE14938,NF96314,SIMILAR_LEARNING_STYLE,0.91
PE14938,NU12661,SIMILAR_LEARNING_STYLE,0.59
PE14938,YE23635,SIMILAR_LEARNING_STYLE,0.72
PE14938,LI22196,SIMILAR_LEARNING_STYLE,0.89
PE14938,DT16402,SIMILAR_LEARNING_STYLE,0.63
PE14938,EP02075,SIMILAR_LEARNING_STYLE,0.72
PE14938,ZX20876,SIMILAR_LEARNING_STYLE,0.87
PE14938,FI95861,SIMILAR_LEARNING_STYLE,0.84
PE14938,ZS88187,SIMILAR_LEARNING_STYLE,0.81
PE14938,EC50401,SIMILAR_LEARNING_STYLE,0.81
PE14938,DF31095,SIMILAR_LEARNING_STYLE,0.76
PE14938,PG50522,SIMILAR_LEARNING_STYLE,0.88
PE14938,WV15382,SIMILAR_LEARNING_STYLE,0.81
PE14938,TA54788,SIMILAR_LEARNING_STYLE,0.88
PE14938,FJ18320,SIMILAR_LEARNING_STYLE,0.77
XW99547,HK52494,SIMILAR_LEARNING_STYLE,0.69
XW99547,MB29472,SIMILAR_LEARNING_STYLE,0.61
XW99547,NF20081,SIMILAR_LEARNING_STYLE,0.81
XW99547,YA56402,SIMILAR_LEARNING_STYLE,0.58
XW99547,QE42723,SIMILAR_LEARNING_STYLE,0.75
XW99547,CF88436,SIMILAR_LEARNING_STYLE,0.73
XW99547,KG19612,SIMILAR_LEARNING_STYLE,0.81
XW99547,ED98709,SIMILAR_LEARNING_STYLE,0.83
XW99547,SE17537,SIMILAR_LEARNING_STYLE,0.88
XW99547,VX54089,SIMILAR_LEARNING_STYLE,0.7
XW99547,LD74009,SIMILAR_LEARNING_STYLE,0.72
XW99547,TD34201,SIMILAR_LEARNING_STYLE,0.68
XW99547,YD68656,SIMILAR_LEARNING_STYLE,0.8
XW99547,VY68836,SIMILAR_LEARNING_STYLE,0.77
XW99547,IU19079,SIMILAR_LEARNING_STYLE,0.77
XW99547,GC43375,SIMILAR_LEARNING_STYLE,0.67
XW99547,BM55272,SIMILAR_LEARNING_STYLE,0.74
XW99547,UC06415,SIMILAR_LEARNING_STYLE,0.81
XW99547,QL51743,SIMILAR_LEARNING_STYLE,0.88
XW99547,TT50706,SIMILAR_LEARNING_STYLE,0.73
VT93298,XO58391,SIMILAR_LEARNING_STYLE,0.81
VT93298,MQ58113,SIMILAR_LEARNING_STYLE,0.69
VT93298,RY22160,SIMILAR_LEARNING_STYLE,0.84
VT93298,AF55194,SIMILAR_LEARNING_STYLE,0.63
VT93298,EQ56602,SIMILAR_LEARNING_STYLE,0.71
VT93298,SJ61633,SIMILAR_LEARNING_STYLE,0.8
VT93298,YY08561,SIMILAR_LEARNING_STYLE,0.59
VT93298,GT11845,SIMILAR_LEARNING_STYLE,0.93
VT93298,ZX96670,SIMILAR_LEARNING_STYLE,0.68
VT93298,DY40326,SIMILAR_LEARNING_STYLE,0.94
VT93298,BO35367,SIMILAR_LEARNING_STYLE,0.74
VT93298,GH64035,SIMILAR_LEARNING_STYLE,0.74
VT93298,NL37689,SIMILAR_LEARNING_STYLE,0.73
VT93298,MG62712,SIMILAR_LEARNING_STYLE,0.9
VT93298,UR16903,SIMILAR_LEARNING_STYLE,0.71
VT93298,BD38075,SIMILAR_LEARNING_STYLE,0.86
VT93298,KB82456,SIMILAR_LEARNING_STYLE,0.61
VT93298,WF94058,SIMILAR_LEARNING_STYLE,0.9
VT93298,KR95313,SIMILAR_LEARNING_STYLE,0.85
VT93298,GH13313,SIMILAR_LEARNING_STYLE,0.83
LI13857,OL00858,SIMILAR_LEARNING_STYLE,0.97
LI13857,DJ98899,SIMILAR_LEARNING_STYLE,0.64
LI13857,SE17537,SIMILAR_LEARNING_STYLE,0.71
LI13857,GC43375,SIMILAR_LEARNING_STYLE,0.76
LI13857,UD25026,SIMILAR_LEARNING_STYLE,0.76
LI13857,OB62136,SIMILAR_LEARNING_STYLE,0.72
LI13857,DR44526,SIMILAR_LEARNING_STYLE,0.67
LI13857,QJ86854,SIMILAR_LEARNING_STYLE,0.66
LI13857,LD74009,SIMILAR_LEARNING_STYLE,0.79
LI13857,ED98709,SIMILAR_LEARNING_STYLE,0.67
LI13857,IA79567,SIMILAR_LEARNING_STYLE,0.68
LI13857,EV77417,SIMILAR_LEARNING_STYLE,0.71
LI13857,KN84355,SIMILAR_LEARNING_STYLE,0.7
LI13857,YF98926,SIMILAR_LEARNING_STYLE,0.7
LI13857,NQ56356,SIMILAR_LEARNING_STYLE,0.63
LI13857,SL11527,SIMILAR_LEARNING_STYLE,0.84
LI13857,WL01261,SIMILAR_LEARNING_STYLE,0.58
LI13857,YD68656,SIMILAR_LEARNING_STYLE,0.83
LI13857,NJ33705,SIMILAR_LEARNING_STYLE,0.75
LI13857,CO95040,SIMILAR_LEARNING_STYLE,0.73
RE24547,ZC91293,SIMILAR_LEARNING_STYLE,0.67
RE24547,JR38933,SIMILAR_LEARNING_STYLE,0.75
RE24547,GT63198,SIMILAR_LEARNING_STYLE,0.8
RE24547,PL83917,SIMILAR_LEARNING_STYLE,0.78
RE24547,SF40189,SIMILAR_LEARNING_STYLE,0.87
RE24547,OS37523,SIMILAR_LEARNING_STYLE,0.6
RE24547,HU95411,SIMILAR_LEARNING_STYLE,0.86
RE24547,QN96582,SIMILAR_LEARNING_STYLE,0.64
RE24547,GM11287,SIMILAR_LEARNING_STYLE,0.91
RE24547,XD53714,SIMILAR_LEARNING_STYLE,0.78
RE24547,GS76889,SIMILAR_LEARNING_STYLE,0.7
RE24547,VV37589,SIMILAR_LEARNING_STYLE,0.86
RE24547,VY05146,SIMILAR_LEARNING_STYLE,0.97
RE24547,JG88622,SIMILAR_LEARNING_STYLE,0.87
RE24547,NE84460,SIMILAR_LEARNING_STYLE,0.82
RE24547,QN20301,SIMILAR_LEARNING_STYLE,0.86
RE24547,GM14384,SIMILAR_LEARNING_STYLE,0.98
RE24547,RL39150,SIMILAR_LEARNING_STYLE,0.8
RE24547,CN62555,SIMILAR_LEARNING_STYLE,0.92
RE24547,RK58527,SIMILAR_LEARNING_STYLE,0.77
GT00568,EM51803,SIMILAR_LEARNING_STYLE,0.76
GT00568,MH22059,SIMILAR_LEARNING_STYLE,0.7
GT00568,GY73347,SIMILAR_LEARNING_STYLE,0.76
GT00568,RG81143,SIMILAR_LEARNING_STYLE,0.86
GT00568,LD74009,SIMILAR_LEARNING_STYLE,0.79
GT00568,NJ89621,SIMILAR_LEARNING_STYLE,0.79
GT00568,KN84355,SIMILAR_LEARNING_STYLE,0.83
GT00568,NJ33705,SIMILAR_LEARNING_STYLE,0.67
GT00568,ML58852,SIMILAR_LEARNING_STYLE,0.7
GT00568,UG02565,SIMILAR_LEARNING_STYLE,0.82
GT00568,PD87945,SIMILAR_LEARNING_STYLE,0.65
GT00568,YE66905,SIMILAR_LEARNING_STYLE,0.6
GT00568,XR14025,SIMILAR_LEARNING_STYLE,0.71
GT00568,UC06415,SIMILAR_LEARNING_STYLE,0.85
GT00568,MB29472,SIMILAR_LEARNING_STYLE,0.71
GT00568,MJ14705,SIMILAR_LEARNING_STYLE,0.62
GT00568,EO86277,SIMILAR_LEARNING_STYLE,0.73
GT00568,VX54089,SIMILAR_LEARNING_STYLE,0.65
GT00568,WL01261,SIMILAR_LEARNING_STYLE,0.75
GT00568,LP91068,SIMILAR_LEARNING_STYLE,0.84
WK81661,XL58886,SIMILAR_LEARNING_STYLE,0.95
WK81661,ND87350,SIMILAR_LEARNING_STYLE,0.81
WK81661,KN20313,SIMILAR_LEARNING_STYLE,0.81
WK81661,KI81346,SIMILAR_LEARNING_STYLE,0.87
WK81661,HD71576,SIMILAR_LEARNING_STYLE,0.78
WK81661,KI35024,SIMILAR_LEARNING_STYLE,0.86
WK81661,ZA99268,SIMILAR_LEARNING_STYLE,0.81
WK81661,PW67541,SIMILAR_LEARNING_STYLE,0.89
WK81661,CY90181,SIMILAR_LEARNING_STYLE,0.7
WK81661,VV37589,SIMILAR_LEARNING_STYLE,0.91
WK81661,GT46396,SIMILAR_LEARNING_STYLE,0.74
WK81661,TW18090,SIMILAR_LEARNING_STYLE,0.9
WK81661,LE09487,SIMILAR_LEARNING_STYLE,0.75
WK81661,LF03068,SIMILAR_LEARNING_STYLE,0.87
WK81661,LF50131,SIMILAR_LEARNING_STYLE,0.71
WK81661,FB71771,SIMILAR_LEARNING_STYLE,0.95
WK81661,PD76679,SIMILAR_LEARNING_STYLE,0.79
WK81661,BQ91971,SIMILAR_LEARNING_STYLE,0.89
WK81661,HR56240,SIMILAR_LEARNING_STYLE,0.9
WK81661,HP83501,SIMILAR_LEARNING_STYLE,0.88
OR04317,NX66670,SIMILAR_LEARNING_STYLE,0.7
OR04317,SG59748,SIMILAR_LEARNING_STYLE,0.85
OR04317,OX66736,SIMILAR_LEARNING_STYLE,0.72
OR04317,ET80313,SIMILAR_LEARNING_STYLE,0.6
OR04317,TG40145,SIMILAR_LEARNING_STYLE,0.78
OR04317,KJ55945,SIMILAR_LEARNING_STYLE,0.76
OR04317,SL83449,SIMILAR_LEARNING_STYLE,0.92
OR04317,IG60865,SIMILAR_LEARNING_STYLE,0.87
OR04317,EO86277,SIMILAR_LEARNING_STYLE,0.68
OR04317,KG43100,SIMILAR_LEARNING_STYLE,0.72
OR04317,BM55272,SIMILAR_LEARNING_STYLE,0.61
OR04317,YJ84156,SIMILAR_LEARNING_STYLE,0.78
OR04317,CV68220,SIMILAR_LEARNING_STYLE,0.89
OR04317,NV64183,SIMILAR_LEARNING_STYLE,0.8
OR04317,MU89676,SIMILAR_LEARNING_STYLE,0.85
OR04317,HL40392,SIMILAR_LEARNING_STYLE,0.63
OR04317,QE48545,SIMILAR_LEARNING_STYLE,0.69
OR04317,GJ37570,SIMILAR_LEARNING_STYLE,0.94
OR04317,UL58104,SIMILAR_LEARNING_STYLE,0.77
QE59126,HR05288,SIMILAR_LEARNING_STYLE,0.68
QE59126,IM31063,SIMILAR_LEARNING_STYLE,0.72
QE59126,KD09513,SIMILAR_LEARNING_STYLE,0.71
QE59126,DA81407,SIMILAR_LEARNING_STYLE,0.79
QE59126,OL00858,SIMILAR_LEARNING_STYLE,0.76
QE59126,SL83449,SIMILAR_LEARNING_STYLE,0.68
QE59126,GQ61731,SIMILAR_LEARNING_STYLE,0.63
QE59126,ML58852,SIMILAR_LEARNING_STYLE,0.75
QE59126,LT20311,SIMILAR_LEARNING_STYLE,0.75
QE59126,SL11527,SIMILAR_LEARNING_STYLE,0.75
QE59126,WL01261,SIMILAR_LEARNING_STYLE,0.6
QE59126,YA56402,SIMILAR_LEARNING_STYLE,0.73
QE59126,DM78893,SIMILAR_LEARNING_STYLE,0.88
QE59126,VP90930,SIMILAR_LEARNING_STYLE,0.8
QE59126,SE17537,SIMILAR_LEARNING_STYLE,0.74
QE59126,HF91206,SIMILAR_LEARNING_STYLE,0.59
QE59126,BH89494,SIMILAR_LEARNING_STYLE,0.58
QE59126,PL75164,SIMILAR_LEARNING_STYLE,0.73
QE59126,NO45981,SIMILAR_LEARNING_STYLE,0.76
QE59126,VH85552,SIMILAR_LEARNING_STYLE,0.74
WT20573,UB54905,SIMILAR_LEARNING_STYLE,0.92
WT20573,NY39540,SIMILAR_LEARNING_STYLE,0.65
WT20573,KG43100,SIMILAR_LEARNING_STYLE,0.85
WT20573,DA81407,SIMILAR_LEARNING_STYLE,0.76
WT20573,YN52320,SIMILAR_LEARNING_STYLE,0.76
WT20573,KD09513,SIMILAR_LEARNING_STYLE,0.87
WT20573,GY73347,SIMILAR_LEARNING_STYLE,0.82
WT20573,OL00858,SIMILAR_LEARNING_STYLE,0.73
WT20573,OR04317,SIMILAR_LEARNING_STYLE,0.82
WT20573,PU44401,SIMILAR_LEARNING_STYLE,0.7
WT20573,HR66637,SIMILAR_LEARNING_STYLE,0.6
WT20573,ML58852,SIMILAR_LEARNING_STYLE,0.85
WT20573,NQ56356,SIMILAR_LEARNING_STYLE,0.83
WT20573,JP85001,SIMILAR_LEARNING_STYLE,0.9
WT20573,SG59748,SIMILAR_LEARNING_STYLE,0.69
WT20573,VW35864,SIMILAR_LEARNING_STYLE,0.68
WT20573,CG58967,SIMILAR_LEARNING_STYLE,0.89
WT20573,ND27152,SIMILAR_LEARNING_STYLE,0.79
WT20573,RU46405,SIMILAR_LEARNING_STYLE,0.72
WT20573,HZ03864,SIMILAR_LEARNING_STYLE,0.83
SL83449,CU90031,SIMILAR_LEARNING_STYLE,0.88
SL83449,IF63927,SIMILAR_LEARNING_STYLE,0.84
SL83449,UM15124,SIMILAR_LEARNING_STYLE,0.72
SL83449,CG37090,SIMILAR_LEARNING_STYLE,0.69
SL83449,SE17537,SIMILAR_LEARNING_STYLE,0.85
SL83449,QE59126,SIMILAR_LEARNING_STYLE,0.57
SL83449,BH89494,SIMILAR_LEARNING_STYLE,0.81
SL83449,UC06415,SIMILAR_LEARNING_STYLE,0.66
SL83449,OK66787,SIMILAR_LEARNING_STYLE,0.85
SL83449,NH78010,SIMILAR_LEARNING_STYLE,0.96
SL83449,DQ11464,SIMILAR_LEARNING_STYLE,0.72
SL83449,DA81407,SIMILAR_LEARNING_STYLE,0.75
SL83449,PU44401,SIMILAR_LEARNING_STYLE,0.72
SL83449,MU89676,SIMILAR_LEARNING_STYLE,0.84
SL83449,YA56402,SIMILAR_LEARNING_STYLE,0.62
SL83449,YY03781,SIMILAR_LEARNING_STYLE,0.58
SL83449,NP31846,SIMILAR_LEARNING_STYLE,0.8
SL83449,XR14025,SIMILAR_LEARNING_STYLE,0.71
SL83449,CU57618,SIMILAR_LEARNING_STYLE,0.76
SL83449,SW17160,SIMILAR_LEARNING_STYLE,0.67
DF31095,VZ38574,SIMILAR_LEARNING_STYLE,0.69
DF31095,BL36081,SIMILAR_LEARNING_STYLE,0.84
DF31095,QV19697,SIMILAR_LEARNING_STYLE,0.89
DF31095,FJ18320,SIMILAR_LEARNING_STYLE,0.96
DF31095,RH29151,SIMILAR_LEARNING_STYLE,0.83
DF31095,AV62531,SIMILAR_LEARNING_STYLE,0.97
DF31095,QM98949,SIMILAR_LEARNING_STYLE,0.85
DF31095,VD91948,SIMILAR_LEARNING_STYLE,0.87
DF31095,CQ35489,SIMILAR_LEARNING_STYLE,0.97
DF31095,UE93284,SIMILAR_LEARNING_STYLE,0.69
DF31095,LF81268,SIMILAR_LEARNING_STYLE,0.92
DF31095,EN95314,SIMILAR_LEARNING_STYLE,0.97
DF31095,BM11724,SIMILAR_LEARNING_STYLE,0.7
DF31095,FH22315,SIMILAR_LEARNING_STYLE,0.69
