:START_ID(Student),:END_ID(Student),:TYPE,similarity:float,courses
FS65039,WK49977,SIMILAR_PERFORMANCE,0.85,CSMM 100;BEEE 200;CSOO 100;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,IK98346,SIMILAR_PERFORMANCE,0.77,BFFF 100-4;CSVV 100;BMMM 200;BBBB 100-3;CSNN 100;BFFF 100-4-1
FS65039,KK03739,SIMILAR_PERFORMANCE,0.85,CSNN 100;CSMM 100;BEEE 100;BEEE 200;CSKK 200;CSKK 200-4;CSDD 200;BMMM 200;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,IQ69155,SIMILAR_PERFORMANCE,0.83,CSNN 100;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,JT60023,SIMILAR_PERFORMANCE,0.91,CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;BMMM 200;BUUU 100;BBBB 100-3;CSNN 100
FS65039,VT29650,SIMILAR_PERFORMANCE,0.88,CSNN 100;BFFF 100-4;CSVV 100;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,JJ60326,SIMILAR_PERFORMANCE,0.94,CSMM 100;BFFF 100-4;CSVV 100;CSDD 200;BUUU 100
FS65039,DQ68356,SIMILAR_PERFORMANCE,0.87,CSNN 100;CSMM 100;BEEE 100;BEEE 200;CSVV 100;CSKK 200-4;BMMM 200;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,YG05606,SIMILAR_PERFORMANCE,0.8,CSMM 100;BEEE 100;BEEE 200;CSKK 200-4;BUUU 100;CSNN 100
FS65039,JE88356,SIMILAR_PERFORMANCE,0.84,BEEE 100;CSDD 200;BUUU 100;CSNN 100;BFFF 100-4-1
FS65039,FH03729,SIMILAR_PERFORMANCE,0.79,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSVV 100;BNNN 200-7;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,LS25016,SIMILAR_PERFORMANCE,0.86,CSMM 100;BEEE 200;BFFF 100-4;CSKK 200-4;BBBB 100-3;CSNN 100;BFFF 100-4-1
FS65039,VI84485,SIMILAR_PERFORMANCE,0.86,BFFF 100-4;CSOO 100;CSDD 200;BBBB 100-3;CSYY 200
FS65039,WA20151,SIMILAR_PERFORMANCE,0.77,CSNN 100;BEEE 200;BFFF 100-4;BNNN 200-7;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,NH77673,SIMILAR_PERFORMANCE,0.87,CSNN 100;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200-4;BMMM 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,AK96622,SIMILAR_PERFORMANCE,0.92,CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200;BMMM 200;CSDD 200;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,OQ08093,SIMILAR_PERFORMANCE,0.77,CSNN 100;CSMM 100;BFFF 100-4;BEEE 200;CSOO 100;CSVV 100;CSKK 200-4;BMMM 200;BBBB 100-3;CSYY 200
FS65039,FU33854,SIMILAR_PERFORMANCE,0.88,CSKK 200-4;BMMM 200;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,ZA81303,SIMILAR_PERFORMANCE,0.77,CSNN 100;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,LM62974,SIMILAR_PERFORMANCE,0.89,BEEE 200;BFFF 100-4;CSVV 100;CSYY 200;BMMM 200;BBBB 100-3;CSNN 100
FS65039,XM54484,SIMILAR_PERFORMANCE,0.88,BFFF 100-4-1;CSYY 200;CSMM 100;BMMM 200
FS65039,JU19896,SIMILAR_PERFORMANCE,0.87,BEEE 100;BFFF 100-4;BEEE 200;CSVV 100;CSYY 200;CSKK 200-4;CSDD 200;BMMM 200;CSNN 100;BFFF 100-4-1
FS65039,GU21926,SIMILAR_PERFORMANCE,0.92,BBBB 100-3;BFFF 100-4-1;CSDD 200
FS65039,RH19879,SIMILAR_PERFORMANCE,0.88,CSVV 100;BFFF 100-4;BEEE 200
FS65039,ZH45186,SIMILAR_PERFORMANCE,0.78,CSNN 100;BEEE 100;CSMM 100;BEEE 200;CSVV 100;BNNN 200-7;CSKK 200-4;BMMM 200;BUUU 100;CSYY 200
FS65039,UB91751,SIMILAR_PERFORMANCE,0.76,BEEE 200;CSVV 100;CSDD 200;BUUU 100;BFFF 100-4-1
FS65039,IY00778,SIMILAR_PERFORMANCE,0.86,CSMM 100;BEEE 200;BFFF 100-4;CSKK 200;CSYY 200;CSKK 200-4;CSDD 200;BUUU 100;BBBB 100-3;CSNN 100
FS65039,TT50674,SIMILAR_PERFORMANCE,0.8,CSMM 100;BFFF 100-4;CSKK 200-4;BUUU 100;BFFF 100-4-1
FS65039,AT04654,SIMILAR_PERFORMANCE,0.81,CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200-4;CSDD 200;BBBB 100-3;CSKK 200;CSYY 200
FS65039,AX59416,SIMILAR_PERFORMANCE,0.85,CSNN 100;BFFF 100-4;BEEE 200;BNNN 200-7;CSVV 100;CSDD 200;BUUU 100;CSYY 200;BFFF 100-4-1
FS65039,VD69513,SIMILAR_PERFORMANCE,0.88,CSMM 100;BMMM 200;CSKK 200;CSYY 200;BFFF 100-4-1
FS65039,RQ97671,SIMILAR_PERFORMANCE,0.79,BMMM 200;CSKK 200;CSMM 100;BFFF 100-4-1
FS65039,EH57320,SIMILAR_PERFORMANCE,0.84,CSMM 100;CSOO 100;CSVV 100;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;CSKK 200;BFFF 100-4-1
FS65039,TY50210,SIMILAR_PERFORMANCE,0.81,BEEE 100;CSMM 100;BFFF 100-4;CSVV 100;CSYY 200;CSKK 200-4;CSDD 200;BUUU 100;CSKK 200;CSNN 100;BFFF 100-4-1
FS65039,NH76145,SIMILAR_PERFORMANCE,0.9,CSMM 100;BEEE 200;BFFF 100-4;CSVV 100;CSDD 200;BBBB 100-3;CSYY 200
FS65039,ZB31672,SIMILAR_PERFORMANCE,0.92,CSNN 100;CSOO 100;CSMM 100;BMMM 200
FS65039,NL97742,SIMILAR_PERFORMANCE,0.78,CSVV 100;CSMM 100;BFFF 100-4-1;CSKK 200-4
FS65039,VG44673,SIMILAR_PERFORMANCE,0.83,CSMM 100;CSOO 100;CSKK 200-4;BMMM 200;BBBB 100-3;BFFF 100-4-1
FS65039,FO42213,SIMILAR_PERFORMANCE,0.92,CSMM 100;CSOO 100;CSVV 100;BUUU 100;BBBB 100-3;CSNN 100
FS65039,CB21150,SIMILAR_PERFORMANCE,0.8,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSVV 100;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,DG79155,SIMILAR_PERFORMANCE,0.81,CSNN 100;CSMM 100;BFFF 100-4;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,DM07361,SIMILAR_PERFORMANCE,0.81,CSKK 200-4;CSDD 200;BMMM 200;BBBB 100-3;CSNN 100;BFFF 100-4-1
FS65039,RZ35866,SIMILAR_PERFORMANCE,0.87,CSMM 100;CSKK 200-4;CSDD 200;BMMM 200;CSYY 200;BFFF 100-4-1
FS65039,UJ39627,SIMILAR_PERFORMANCE,0.87,BEEE 100;BEEE 200;BFFF 100-4;CSOO 100;CSKK 200-4;CSDD 200;BUUU 100;BBBB 100-3;CSNN 100;BFFF 100-4-1
FS65039,XN59291,SIMILAR_PERFORMANCE,0.88,CSMM 100;BFFF 100-4;BNNN 200-7;CSYY 200;BUUU 100;CSNN 100;BFFF 100-4-1
FS65039,FW93042,SIMILAR_PERFORMANCE,0.84,BFFF 100-4;BEEE 200;CSVV 100;CSKK 200-4;CSDD 200;BBBB 100-3;CSYY 200
FS65039,UR13988,SIMILAR_PERFORMANCE,0.84,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;BNNN 200-7;CSKK 200;CSKK 200-4;BMMM 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,WE73015,SIMILAR_PERFORMANCE,0.77,BEEE 300;CSNN 100;CSMM 100;BEEE 100;BFFF 100-4;BNNN 200-7;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200
FS65039,MJ94243,SIMILAR_PERFORMANCE,0.87,CSMM 100;CSVV 100;BMMM 200;BUUU 100;BBBB 100-3;CSNN 100;BFFF 100-4-1
FS65039,HJ69139,SIMILAR_PERFORMANCE,0.85,CSVV 100;BUUU 100;BFFF 100-4;BMMM 200
FS65039,DC45364,SIMILAR_PERFORMANCE,0.92,CSNN 100;CSMM 100;BEEE 100;BEEE 200;CSVV 100;BMMM 200;CSDD 200;CSYY 200;BFFF 100-4-1
FS65039,OB61296,SIMILAR_PERFORMANCE,0.85,CSMM 100;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200-4;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,TC12494,SIMILAR_PERFORMANCE,0.75,BFFF 100-4;BEEE 200;CSKK 200-4;BUUU 100;CSNN 100
FS65039,SZ03494,SIMILAR_PERFORMANCE,0.9,BFFF 100-4;CSNN 100;CSKK 200-4;BMMM 200
FS65039,NX25227,SIMILAR_PERFORMANCE,0.81,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;CSYY 200;BFFF 100-4-1
FS65039,VZ59801,SIMILAR_PERFORMANCE,0.81,CSNN 100;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,XI97692,SIMILAR_PERFORMANCE,0.84,CSYY 200;BMMM 200;CSDD 200
FS65039,WD57286,SIMILAR_PERFORMANCE,0.86,CSMM 100;BMMM 200;CSDD 200;CSNN 100;BFFF 100-4-1
FS65039,ZF98446,SIMILAR_PERFORMANCE,0.85,BEEE 200;BFFF 100-4;CSVV 100;CSKK 200-4;CSKK 200;CSYY 200
FS65039,PO25294,SIMILAR_PERFORMANCE,0.85,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;CSYY 200;BFFF 100-4-1
FS65039,HY15423,SIMILAR_PERFORMANCE,0.91,CSVV 100;BFFF 100-4;BEEE 200;BEEE 100
FS65039,SJ51484,SIMILAR_PERFORMANCE,0.9,BUUU 100;BFFF 100-4-1;CSYY 200;BMMM 200
FS65039,RZ25271,SIMILAR_PERFORMANCE,0.79,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;BNNN 200-7;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,TO97483,SIMILAR_PERFORMANCE,0.77,CSMM 100;CSKK 200-4;BUUU 100;BBBB 100-3;CSYY 200
FS65039,IR65653,SIMILAR_PERFORMANCE,0.88,CSVV 100;BFFF 100-4-1;CSMM 100;CSDD 200
FS65039,VA49867,SIMILAR_PERFORMANCE,0.89,CSNN 100;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;BMMM 200;CSDD 200;BUUU 100;CSKK 200;CSYY 200;BFFF 100-4-1
FS65039,YC47807,SIMILAR_PERFORMANCE,0.8,BFFF 100-4;BFFF 100-4-1;CSDD 200
FS65039,BY74112,SIMILAR_PERFORMANCE,0.86,CSOO 100;CSDD 200;BMMM 200;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,SR01489,SIMILAR_PERFORMANCE,0.89,BEEE 200;CSVV 100;BMMM 200;CSDD 200;BBBB 100-3;CSNN 100
FS65039,EG33172,SIMILAR_PERFORMANCE,0.92,CSMM 100;BEEE 200;CSVV 100;BBBB 100-3;BFFF 100-4-1
FS65039,ZK44547,SIMILAR_PERFORMANCE,0.84,BEEE 100;BFFF 100-4;BEEE 200;CSOO 100;CSYY 200;CSKK 200-4;BMMM 200;CSDD 200;BBBB 100-3;CSNN 100
FS65039,BG57612,SIMILAR_PERFORMANCE,0.77,BFFF 100-4;BBBB 100-3;BUUU 100;CSKK 200;CSNN 100;BFFF 100-4-1
FS65039,YJ48483,SIMILAR_PERFORMANCE,0.8,BUUU 100;BFFF 100-4;CSKK 200;BEEE 100
FS65039,YP21996,SIMILAR_PERFORMANCE,0.84,CSNN 100;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSVV 100;BNNN 200-7;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,PT53375,SIMILAR_PERFORMANCE,0.84,BEEE 200;CSKK 200;CSKK 200-4;CSDD 200;BBBB 100-3;CSNN 100;BFFF 100-4-1
FS65039,RY90049,SIMILAR_PERFORMANCE,0.87,CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSKK 200-4;CSDD 200;BMMM 200;BUUU 100;CSKK 200;CSNN 100
FS65039,DO92377,SIMILAR_PERFORMANCE,0.85,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,JM63799,SIMILAR_PERFORMANCE,0.81,CSNN 100;CSMM 100;BEEE 200;CSOO 100;CSVV 100;CSKK 200;BMMM 200;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,LF06366,SIMILAR_PERFORMANCE,0.83,CSVV 100;BEEE 200;CSMM 100;BFFF 100-4-1
FS65039,GZ77459,SIMILAR_PERFORMANCE,0.93,BFFF 100-4;BEEE 200;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,SF03975,SIMILAR_PERFORMANCE,0.86,BFFF 100-4;CSVV 100;BMMM 200;BUUU 100;CSNN 100
FS65039,XE47720,SIMILAR_PERFORMANCE,0.82,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,WZ32012,SIMILAR_PERFORMANCE,0.83,BEEE 300;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;BNNN 200-7;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,DJ74178,SIMILAR_PERFORMANCE,0.88,CSVV 100;BUUU 100;CSMM 100
FS65039,FY05274,SIMILAR_PERFORMANCE,0.81,CSYY 200;CSNN 100;BMMM 200
FS65039,VW09831,SIMILAR_PERFORMANCE,0.83,BEEE 300;CSNN 100;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSVV 100;BNNN 200-7;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,FM62039,SIMILAR_PERFORMANCE,0.83,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSKK 200-4;BMMM 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,DH09821,SIMILAR_PERFORMANCE,0.86,CSNN 100;CSMM 100;BEEE 100;BEEE 200;CSVV 100;CSKK 200;BMMM 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,FY69191,SIMILAR_PERFORMANCE,0.88,CSNN 100;BEEE 100;BFFF 100-4;CSVV 100;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;CSYY 200;BFFF 100-4-1
FS65039,II56552,SIMILAR_PERFORMANCE,0.87,BEEE 300;CSNN 100;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;BNNN 200-7;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,YL65813,SIMILAR_PERFORMANCE,0.81,BEEE 300;CSNN 100;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSVV 100;BNNN 200-7;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,WM00434,SIMILAR_PERFORMANCE,0.88,BEEE 200;CSOO 100;CSKK 200-4;CSDD 200;BMMM 200;BUUU 100;CSYY 200
FS65039,CA64586,SIMILAR_PERFORMANCE,0.9,CSVV 100;CSKK 200-4;CSDD 200
FS65039,QU39200,SIMILAR_PERFORMANCE,0.81,CSNN 100;BFFF 100-4;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,MT35085,SIMILAR_PERFORMANCE,0.79,CSMM 100;BFFF 100-4;BEEE 200;BFFF 100-4-1
FS65039,CY24226,SIMILAR_PERFORMANCE,0.79,BUUU 100;BFFF 100-4;CSNN 100;BEEE 100
FS65039,HD07658,SIMILAR_PERFORMANCE,0.88,CSYY 200;CSMM 100;CSDD 200
FS65039,DJ81753,SIMILAR_PERFORMANCE,0.9,CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;BMMM 200;CSDD 200;BBBB 100-3;BFFF 100-4-1
FS65039,TS63551,SIMILAR_PERFORMANCE,0.8,CSNN 100;BEEE 100;CSMM 100;CSKK 200;CSDD 200;BMMM 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,ZB72787,SIMILAR_PERFORMANCE,0.87,CSMM 100;BEEE 100;BEEE 200;CSOO 100;CSVV 100;BMMM 200;CSDD 200;BBBB 100-3;BFFF 100-4-1
FS65039,IZ67278,SIMILAR_PERFORMANCE,0.9,CSMM 100;BFFF 100-4;BEEE 200;CSVV 100;BMMM 200;CSDD 200;BBBB 100-3;CSYY 200
FS65039,PP70050,SIMILAR_PERFORMANCE,0.82,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSVV 100;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,AW34826,SIMILAR_PERFORMANCE,0.79,BEEE 300;CSNN 100;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;BNNN 200-7;CSKK 200;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200
FS65039,RZ03987,SIMILAR_PERFORMANCE,0.8,CSMM 100;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSNN 100;BFFF 100-4-1
FS65039,KH81532,SIMILAR_PERFORMANCE,0.87,CSKK 200-4;BFFF 100-4-1;CSMM 100;CSDD 200
FS65039,FR69099,SIMILAR_PERFORMANCE,0.86,BUUU 100;BFFF 100-4;CSYY 200
FS65039,MR93262,SIMILAR_PERFORMANCE,0.79,CSVV 100;BBBB 100-3;CSMM 100;BFFF 100-4-1
FS65039,JF32745,SIMILAR_PERFORMANCE,0.83,CSNN 100;BEEE 100;CSKK 200-4;BMMM 200;BUUU 100;CSYY 200;BFFF 100-4-1
FS65039,MM32449,SIMILAR_PERFORMANCE,0.78,CSMM 100;CSOO 100;CSKK 200-4;BUUU 100;CSNN 100
FS65039,GI26278,SIMILAR_PERFORMANCE,0.86,CSMM 100;BEEE 200;BFFF 100-4;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200
FS65039,VQ79337,SIMILAR_PERFORMANCE,0.81,BEEE 200;BFFF 100-4;CSVV 100;CSKK 200;BMMM 200;BBBB 100-3;CSNN 100
FS65039,CP26945,SIMILAR_PERFORMANCE,0.76,BUUU 100;BEEE 200;BFFF 100-4;CSKK 200-4
FS65039,TI12363,SIMILAR_PERFORMANCE,0.82,CSNN 100;CSVV 100;CSDD 200;CSYY 200;BFFF 100-4-1
FS65039,TC65363,SIMILAR_PERFORMANCE,0.84,CSNN 100;BEEE 100;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,LI90466,SIMILAR_PERFORMANCE,0.86,BEEE 200;BBBB 100-3;CSDD 200;BUUU 100;CSKK 200;CSYY 200;BFFF 100-4-1
FS65039,VP22144,SIMILAR_PERFORMANCE,0.84,BEEE 300;CSNN 100;CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;BNNN 200-7;CSKK 200;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,ER24493,SIMILAR_PERFORMANCE,0.85,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;CSYY 200;BFFF 100-4-1
FS65039,GU63456,SIMILAR_PERFORMANCE,0.86,CSMM 100;BEEE 200;BFFF 100-4;CSYY 200;CSKK 200-4;BMMM 200;CSDD 200;CSNN 100
FS65039,GB80796,SIMILAR_PERFORMANCE,0.85,CSMM 100;BEEE 100;BEEE 200;BFFF 100-4;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,WM98905,SIMILAR_PERFORMANCE,0.78,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,BH60325,SIMILAR_PERFORMANCE,0.83,CSMM 100;BFFF 100-4;BEEE 200;CSOO 100;CSVV 100;CSKK 200;CSKK 200-4;CSDD 200;BBBB 100-3;CSNN 100;BFFF 100-4-1
FS65039,GM34899,SIMILAR_PERFORMANCE,0.79,CSNN 100;CSMM 100;BFFF 100-4;CSVV 100;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,CA68181,SIMILAR_PERFORMANCE,0.75,CSNN 100;CSMM 100;BEEE 200;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,TV02774,SIMILAR_PERFORMANCE,0.91,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,IT09463,SIMILAR_PERFORMANCE,0.88,CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,NX90855,SIMILAR_PERFORMANCE,0.86,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSVV 100;CSKK 200;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200
FS65039,OC03480,SIMILAR_PERFORMANCE,0.84,CSMM 100;CSKK 200-4;CSDD 200;BBBB 100-3;CSNN 100;BFFF 100-4-1
FS65039,HL33920,SIMILAR_PERFORMANCE,0.83,BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
FS65039,DB17186,SIMILAR_PERFORMANCE,0.83,CSVV 100;BUUU 100;BFFF 100-4;CSDD 200
FS65039,WD22720,SIMILAR_PERFORMANCE,0.9,BFFF 100-4;BBBB 100-3;CSKK 200-4;BUUU 100;CSKK 200;CSYY 200;BFFF 100-4-1
FS65039,JZ42568,SIMILAR_PERFORMANCE,0.85,CSNN 100;CSMM 100;BEEE 200;BFFF 100-4;CSOO 100;CSVV 100;CSKK 200-4;BMMM 200;CSDD 200;BUUU 100;BBBB 100-3;CSYY 200;BFFF 100-4-1
