:START_ID(Course),:END_ID(Course),:TYPE,similarity:float
CSFF 400,CSBB 200,SIMILAR_CONTENT,0.46
CSFF 400,CSII 200,SIMILAR_CONTENT,0.32
CSFF 400,CSNN 100,SIMILAR_CONTENT,0.35
CSFF 400,CSRR 400,SIMILAR_CONTENT,0.64
CSFF 400,CSQQ 400,SIMILAR_CONTENT,0.58
CSFF 400,CSUU 400,SIMILAR_CONTENT,0.64
CSFF 400,BZZZ 400-3,SIMILAR_CONTENT,0.34
CSGG 300-2,CSSS 300,SIMILAR_CONTENT,0.43
CSGG 300-2,CSHH 200,SIMILAR_CONTENT,0.51
CSGG 300-2,CSQQ 400,SIMILAR_CONTENT,0.42
CSGG 300-2,CSEE 200,SIMILAR_CONTENT,0.49
CSGG 300-2,CSVV 200,SIMILAR_CONTENT,0.41
CSGG 300-2,CSKK 200,SIMILAR_CONTENT,0.41
CSGG 300-2,CSGG 300,SIMILAR_CONTENT,0.49
CSGG 300-2,CSKK 200-4,SIMILAR_CONTENT,0.42
CSGG 300-2,CSJJ 100-4,SIMILAR_CONTENT,0.41
CSGG 300-2,CSOO 100,SIMILAR_CONTENT,0.47
CSGG 300-2,CSMM 100,SIMILAR_CONTENT,0.46
CSGG 300-2,CSKK 300,SIMILAR_CONTENT,0.52
CSGG 300-2,CSGG 400,SIMILAR_CONTENT,0.35
CSGG 300-2,CSYY 200-1,SIMILAR_CONTENT,0.47
CSGG 300-2,CSAA 300-2,SIMILAR_CONTENT,0.57
CSGG 300-2,CSRR 300-6-7,SIMILAR_CONTENT,0.55
CSGG 300-2,CSAA 300-4,SIMILAR_CONTENT,0.47
CSGG 300-2,CSCC 300,SIMILAR_CONTENT,0.53
CSGG 300-2,CSMM 300,SIMILAR_CONTENT,0.56
CSGG 300-2,BTTT 300,SIMILAR_CONTENT,0.45
CSGG 300-2,BGGG 300,SIMILAR_CONTENT,0.36
CSGG 300-2,BGGG 300-2,SIMILAR_CONTENT,0.48
CSZZ 200,CSAA 300,SIMILAR_CONTENT,0.51
CSZZ 200,CSAA 300-4,SIMILAR_CONTENT,0.31
CSZZ 200,CSEE 200,SIMILAR_CONTENT,0.34
CSZZ 200,CSKK 200,SIMILAR_CONTENT,0.51
CSZZ 200,CSFF 400,SIMILAR_CONTENT,0.59
CSZZ 200,CSVV 100,SIMILAR_CONTENT,0.37
CSZZ 200,CSOO 100,SIMILAR_CONTENT,0.31
CSZZ 200,CSKK 300,SIMILAR_CONTENT,0.47
CSZZ 200,CSSS 400,SIMILAR_CONTENT,0.48
CSZZ 200,CSUU 200,SIMILAR_CONTENT,0.62
CSZZ 200,BYYY 200,SIMILAR_CONTENT,0.33
CSZZ 200,CSRR 300-6-7,SIMILAR_CONTENT,0.46
CSZZ 200,BUUU 200,SIMILAR_CONTENT,0.59
CSKK 200-4,CSPP 200,SIMILAR_CONTENT,0.51
CSKK 200-4,CSNN 100,SIMILAR_CONTENT,0.47
CSKK 200-4,CSAA 300-4,SIMILAR_CONTENT,0.61
CSKK 200-4,CSDD 200,SIMILAR_CONTENT,0.48
CSKK 200-4,CSVV 200,SIMILAR_CONTENT,0.42
CSKK 200-4,CSSS 300,SIMILAR_CONTENT,0.38
CSKK 200-4,CSFF 400,SIMILAR_CONTENT,0.4
CSKK 200-4,CSZZ 200,SIMILAR_CONTENT,0.41
CSKK 200-4,CSRR 300-2,SIMILAR_CONTENT,0.39
CSKK 200-4,CSYY 200,SIMILAR_CONTENT,0.53
CSKK 200-4,CSKK 300,SIMILAR_CONTENT,0.4
CSKK 200-4,CSUU 200,SIMILAR_CONTENT,0.5
CSKK 200-4,CSOO 300-9,SIMILAR_CONTENT,0.43
CSKK 200-4,CSEE 200,SIMILAR_CONTENT,0.59
CSKK 200-4,CSKK 200,SIMILAR_CONTENT,0.6
CSKK 200-4,CSHH 200,SIMILAR_CONTENT,0.56
CSKK 200-4,CSBB 200,SIMILAR_CONTENT,0.55
CSKK 200-4,CSII 200,SIMILAR_CONTENT,0.54
CSKK 200-4,CSAA 200,SIMILAR_CONTENT,0.55
CSKK 200-4,CSYY 200-1,SIMILAR_CONTENT,0.54
CSKK 200-4,BIII 200,SIMILAR_CONTENT,0.35
CSKK 200-4,BOOO 200-2,SIMILAR_CONTENT,0.31
CSKK 200-4,BWWW 200-2,SIMILAR_CONTENT,0.37
CSRR 300,CSSS 300,SIMILAR_CONTENT,0.47
CSRR 300,CSAA 300,SIMILAR_CONTENT,0.69
CSRR 300,CSJJ 100-4,SIMILAR_CONTENT,0.21
CSRR 300,CSKK 300,SIMILAR_CONTENT,0.49
CSRR 300,CSUU 400,SIMILAR_CONTENT,0.48
CSRR 300,CSXX 400,SIMILAR_CONTENT,0.39
CSRR 300,CSII 200,SIMILAR_CONTENT,0.45
CSRR 300,CSNN 100,SIMILAR_CONTENT,0.36
CSRR 300,CSKK 400,SIMILAR_CONTENT,0.41
CSRR 300,CSXX 100,SIMILAR_CONTENT,0.45
CSRR 300,CSMM 100,SIMILAR_CONTENT,0.32
CSRR 300,CSYY 200,SIMILAR_CONTENT,0.47
CSRR 300,CSDD 200,SIMILAR_CONTENT,0.35
CSRR 300,CSEE 200,SIMILAR_CONTENT,0.36
CSRR 300,CSNN 300,SIMILAR_CONTENT,0.43
CSRR 300,CSAA 300-2,SIMILAR_CONTENT,0.45
CSRR 300,CSCC 300,SIMILAR_CONTENT,0.67
CSRR 300,CSGG 300-8,SIMILAR_CONTENT,0.41
CSRR 300,BUUU 300,SIMILAR_CONTENT,0.35
CSRR 300,BGGG 300-2,SIMILAR_CONTENT,0.42
CSRR 300,BGGG 300-1,SIMILAR_CONTENT,0.45
CSXX 200,CSRR 300-6-7,SIMILAR_CONTENT,0.44
CSXX 200,CSNN 100,SIMILAR_CONTENT,0.12
CSXX 200,CSMM 100,SIMILAR_CONTENT,0.45
CSXX 200,CSVV 300,SIMILAR_CONTENT,0.55
CSXX 200,CSYY 200,SIMILAR_CONTENT,0.15
CSXX 200,CSKK 300,SIMILAR_CONTENT,0.36
CSXX 200,CSOO 300,SIMILAR_CONTENT,0.59
CSXX 200,CSRR 400,SIMILAR_CONTENT,0.59
CSXX 200,CSGG 300-8,SIMILAR_CONTENT,0.48
CSXX 200,CSZZ 100,SIMILAR_CONTENT,0.57
CSXX 200,CSVV 200,SIMILAR_CONTENT,0.35
CSXX 200,CSNN 300,SIMILAR_CONTENT,0.48
CSXX 200,CSBB 200,SIMILAR_CONTENT,0.59
CSXX 200,BUUU 200,SIMILAR_CONTENT,0.31
CSXX 200,BNNN 200,SIMILAR_CONTENT,0.47
CSXX 200,BWWW 200,SIMILAR_CONTENT,0.33
CSXX 200,BYYY 200,SIMILAR_CONTENT,0.42
CSJJ 100,CSGG 300-2,SIMILAR_CONTENT,0.4
CSJJ 100,CSKK 400,SIMILAR_CONTENT,0.79
CSJJ 100,CSUU 200,SIMILAR_CONTENT,0.14
CSJJ 100,CSSS 300,SIMILAR_CONTENT,0.38
CSJJ 100,CSGG 300,SIMILAR_CONTENT,0.32
CSJJ 100,CSXX 200,SIMILAR_CONTENT,0.5
CSJJ 100,CSNN 100,SIMILAR_CONTENT,0.59
CSJJ 100,CSAA 300-4,SIMILAR_CONTENT,0.43
CSJJ 100,CSOO 100,SIMILAR_CONTENT,0.46
CSJJ 100,CSXX 100,SIMILAR_CONTENT,0.46
CSJJ 100,CSMM 100,SIMILAR_CONTENT,0.55
CSJJ 100,CSGG 400,SIMILAR_CONTENT,0.37
CSJJ 100,CSMM 300,SIMILAR_CONTENT,0.39
CSJJ 100,CSOO 300-9,SIMILAR_CONTENT,0.46
CSJJ 100,CSAA 200,SIMILAR_CONTENT,0.5
CSJJ 100,CSSS 100,SIMILAR_CONTENT,0.65
CSJJ 100,BHHH 100,SIMILAR_CONTENT,0.48
CSJJ 100,BUUU 100,SIMILAR_CONTENT,0.44
CSJJ 100,CSVV 100,SIMILAR_CONTENT,0.56
CSBB 200,CSXX 200,SIMILAR_CONTENT,0.43
CSBB 200,CSAA 300,SIMILAR_CONTENT,0.43
CSBB 200,CSVV 100,SIMILAR_CONTENT,0.43
CSBB 200,CSMM 100,SIMILAR_CONTENT,0.46
CSBB 200,CSGG 300-8,SIMILAR_CONTENT,0.56
CSBB 200,CSRR 300,SIMILAR_CONTENT,0.38
CSBB 200,CSJJ 100,SIMILAR_CONTENT,0.32
CSBB 200,CSQQ 400,SIMILAR_CONTENT,0.33
CSBB 200,CSUU 400,SIMILAR_CONTENT,0.45
CSBB 200,CSSS 400,SIMILAR_CONTENT,0.3
CSBB 200,CSKK 200,SIMILAR_CONTENT,0.4
CSBB 200,CSZZ 200,SIMILAR_CONTENT,0.55
CSBB 200,CSAA 200,SIMILAR_CONTENT,0.57
CSBB 200,BXXX 200,SIMILAR_CONTENT,0.47
CSBB 200,BNNN 200-7,SIMILAR_CONTENT,0.49
CSRR 300-6,CSSS 100,SIMILAR_CONTENT,0.16
CSRR 300-6,CSAA 300,SIMILAR_CONTENT,0.53
CSRR 300-6,CSPP 200,SIMILAR_CONTENT,0.53
CSRR 300-6,CSYY 200,SIMILAR_CONTENT,0.78
CSRR 300-6,CSGG 300-8,SIMILAR_CONTENT,0.53
CSRR 300-6,CSKK 200,SIMILAR_CONTENT,0.33
CSRR 300-6,CSBB 200,SIMILAR_CONTENT,0.35
CSRR 300-6,CSNN 100,SIMILAR_CONTENT,0.42
CSRR 300-6,CSOO 100,SIMILAR_CONTENT,0.37
CSRR 300-6,CSQQ 400,SIMILAR_CONTENT,0.42
CSRR 300-6,CSMM 100,SIMILAR_CONTENT,0.39
CSRR 300-6,CSVV 300,SIMILAR_CONTENT,0.71
CSRR 300-6,CSOO 300,SIMILAR_CONTENT,0.46
CSRR 300-6,CSSS 400,SIMILAR_CONTENT,0.31
CSRR 300-6,CSUU 200,SIMILAR_CONTENT,0.46
CSRR 300-6,CSGG 300,SIMILAR_CONTENT,0.55
CSRR 300-6,CSRR 300,SIMILAR_CONTENT,0.45
CSRR 300-6,CSRR 300-2,SIMILAR_CONTENT,0.46
CSRR 300-6,CSKK 300,SIMILAR_CONTENT,0.59
CSRR 300-6,BTTT 300,SIMILAR_CONTENT,0.36
CSRR 300-6,CSJJ 100-4,SIMILAR_CONTENT,0.43
CSSS 100,CSPP 200,SIMILAR_CONTENT,0.8
CSSS 100,CSKK 300,SIMILAR_CONTENT,0.63
CSSS 100,CSOO 300,SIMILAR_CONTENT,0.66
CSSS 100,CSSS 400,SIMILAR_CONTENT,0.47
CSSS 100,CSFF 400,SIMILAR_CONTENT,0.32
CSSS 100,CSAA 300,SIMILAR_CONTENT,0.59
CSSS 100,CSRR 300-2,SIMILAR_CONTENT,0.32
CSSS 100,CSUU 400,SIMILAR_CONTENT,0.44
CSSS 100,CSOO 300-9,SIMILAR_CONTENT,0.36
CSSS 100,CSVV 100,SIMILAR_CONTENT,0.63
CSSS 100,BBBB 100-3,SIMILAR_CONTENT,0.5
CSSS 100,BUUU 100,SIMILAR_CONTENT,0.45
CSSS 100,BFFF 100-4,SIMILAR_CONTENT,0.57
CSSS 100,BFFF 100,SIMILAR_CONTENT,0.49
CSAA 300,CSRR 300,SIMILAR_CONTENT,0.4
CSAA 300,CSRR 300-6,SIMILAR_CONTENT,0.18
CSAA 300,CSRR 400,SIMILAR_CONTENT,0.48
CSAA 300,CSEE 200,SIMILAR_CONTENT,0.66
CSAA 300,CSZZ 100,SIMILAR_CONTENT,0.49
CSAA 300,CSNN 300,SIMILAR_CONTENT,0.52
CSAA 300,CSGG 300-2,SIMILAR_CONTENT,0.6
CSAA 300,CSAA 300-4,SIMILAR_CONTENT,0.64
CSAA 300,CSQQ 400,SIMILAR_CONTENT,0.42
CSAA 300,CSKK 300,SIMILAR_CONTENT,0.52
CSAA 300,CSUU 200,SIMILAR_CONTENT,0.46
CSAA 300,CSGG 300-8,SIMILAR_CONTENT,0.48
CSAA 300,CSAA 300-2,SIMILAR_CONTENT,0.58
CSAA 300,CSRR 300-2,SIMILAR_CONTENT,0.48
CSAA 300,CSMM 300,SIMILAR_CONTENT,0.44
CSAA 300,BGGG 300,SIMILAR_CONTENT,0.4
CSAA 300,BGGG 300-1,SIMILAR_CONTENT,0.37
CSAA 300,CSJJ 100,SIMILAR_CONTENT,0.7
CSAA 300,BEEE 100,SIMILAR_CONTENT,0.38
CSAA 300,BFFF 100-4,SIMILAR_CONTENT,0.38
CSAA 300,CSCC 300,SIMILAR_CONTENT,0.5
CSAA 300-2,CSRR 300-2,SIMILAR_CONTENT,0.7
CSAA 300-2,CSAA 300-4,SIMILAR_CONTENT,0.4
CSAA 300-2,CSQQ 400,SIMILAR_CONTENT,0.37
CSAA 300-2,CSOO 300-9,SIMILAR_CONTENT,0.43
CSAA 300-2,CSHH 200,SIMILAR_CONTENT,0.49
CSAA 300-2,CSKK 200-4,SIMILAR_CONTENT,0.5
CSAA 300-2,CSJJ 100,SIMILAR_CONTENT,0.42
CSAA 300-2,CSRR 300-6,SIMILAR_CONTENT,0.51
CSAA 300-2,CSSS 100,SIMILAR_CONTENT,0.45
CSAA 300-2,CSJJ 100-4,SIMILAR_CONTENT,0.45
CSAA 300-2,CSII 200,SIMILAR_CONTENT,0.33
CSAA 300-2,CSXX 100,SIMILAR_CONTENT,0.31
CSAA 300-2,CSVV 200,SIMILAR_CONTENT,0.46
CSAA 300-2,CSGG 300,SIMILAR_CONTENT,0.4
CSAA 300-2,CSVV 300,SIMILAR_CONTENT,0.4
CSAA 300-2,BRRR 300,SIMILAR_CONTENT,0.47
CSAA 300-2,CSRR 300-6-7,SIMILAR_CONTENT,0.6
CSJJ 100-4,CSRR 300-2,SIMILAR_CONTENT,0.43
CSJJ 100-4,CSKK 400,SIMILAR_CONTENT,0.45
CSJJ 100-4,CSCC 300,SIMILAR_CONTENT,0.71
CSJJ 100-4,CSZZ 100,SIMILAR_CONTENT,0.51
CSJJ 100-4,CSSS 300,SIMILAR_CONTENT,0.31
CSJJ 100-4,CSGG 300,SIMILAR_CONTENT,0.44
CSJJ 100-4,CSNN 100,SIMILAR_CONTENT,0.57
CSJJ 100-4,CSQQ 400,SIMILAR_CONTENT,0.34
CSJJ 100-4,CSRR 400,SIMILAR_CONTENT,0.47
CSJJ 100-4,CSOO 300-9,SIMILAR_CONTENT,0.48
CSJJ 100-4,CSVV 100,SIMILAR_CONTENT,0.4
CSJJ 100-4,BFFF 100,SIMILAR_CONTENT,0.39
CSJJ 100-4,BMMM 100,SIMILAR_CONTENT,0.36
CSJJ 100-4,BLLL 100,SIMILAR_CONTENT,0.45
CSJJ 100-4,BUUU 100,SIMILAR_CONTENT,0.39
CSJJ 100-4,CSPP 200,SIMILAR_CONTENT,0.57
CSJJ 100-4,CSUU 400,SIMILAR_CONTENT,0.4
CSVV 100,CSMM 100,SIMILAR_CONTENT,0.65
CSVV 100,CSCC 300,SIMILAR_CONTENT,0.79
CSVV 100,CSEE 200,SIMILAR_CONTENT,0.6
CSVV 100,CSYY 200-1,SIMILAR_CONTENT,0.4
CSVV 100,CSHH 200,SIMILAR_CONTENT,0.42
CSVV 100,CSFF 400,SIMILAR_CONTENT,0.43
CSVV 100,CSRR 300,SIMILAR_CONTENT,0.34
CSVV 100,CSXX 200,SIMILAR_CONTENT,0.4
CSVV 100,CSBB 200,SIMILAR_CONTENT,0.43
CSVV 100,CSSS 100,SIMILAR_CONTENT,0.51
CSVV 100,CSKK 400,SIMILAR_CONTENT,0.46
CSVV 100,CSQQ 400,SIMILAR_CONTENT,0.37
CSVV 100,CSKK 300,SIMILAR_CONTENT,0.49
CSVV 100,CSMM 300,SIMILAR_CONTENT,0.39
CSVV 100,CSAA 200,SIMILAR_CONTENT,0.34
CSVV 100,CSVV 200,SIMILAR_CONTENT,0.42
CSVV 100,CSOO 100,SIMILAR_CONTENT,0.59
CSVV 100,BHHH 100,SIMILAR_CONTENT,0.43
CSVV 100,BBBB 100-3,SIMILAR_CONTENT,0.35
CSVV 100,BSSS 100,SIMILAR_CONTENT,0.33
CSRR 300-6-7,CSNN 300,SIMILAR_CONTENT,0.16
CSRR 300-6-7,CSGG 300,SIMILAR_CONTENT,0.35
CSRR 300-6-7,CSXX 200,SIMILAR_CONTENT,0.79
CSRR 300-6-7,CSRR 300-6,SIMILAR_CONTENT,0.56
CSRR 300-6-7,CSPP 200,SIMILAR_CONTENT,0.54
CSRR 300-6-7,CSVV 300,SIMILAR_CONTENT,0.32
CSRR 300-6-7,CSUU 200,SIMILAR_CONTENT,0.55
CSRR 300-6-7,CSGG 300-8,SIMILAR_CONTENT,0.48
CSRR 300-6-7,CSVV 200,SIMILAR_CONTENT,0.71
CSRR 300-6-7,CSKK 200,SIMILAR_CONTENT,0.34
CSRR 300-6-7,CSHH 200,SIMILAR_CONTENT,0.36
CSRR 300-6-7,CSSS 100,SIMILAR_CONTENT,0.37
CSRR 300-6-7,CSII 200,SIMILAR_CONTENT,0.34
CSRR 300-6-7,CSOO 100,SIMILAR_CONTENT,0.32
CSRR 300-6-7,CSYY 200,SIMILAR_CONTENT,0.41
CSRR 300-6-7,CSDD 200,SIMILAR_CONTENT,0.3
CSRR 300-6-7,CSGG 300-2,SIMILAR_CONTENT,0.57
CSRR 300-6-7,CSAA 300,SIMILAR_CONTENT,0.42
CSRR 300-6-7,CSCC 300,SIMILAR_CONTENT,0.47
CSRR 300-6-7,CSOO 300-9,SIMILAR_CONTENT,0.5
CSRR 300-6-7,BRRR 300,SIMILAR_CONTENT,0.37
CSRR 300-6-7,BFFF 300,SIMILAR_CONTENT,0.38
CSRR 300-6-7,BIII 300,SIMILAR_CONTENT,0.33
CSRR 300-6-7,BSSS 300,SIMILAR_CONTENT,0.38
CSRR 300-6-7,BGGG 300-2,SIMILAR_CONTENT,0.46
CSRR 300-6-7,CSAA 300-2,SIMILAR_CONTENT,0.65
CSRR 300-2,CSYY 200,SIMILAR_CONTENT,0.11
CSRR 300-2,CSOO 300,SIMILAR_CONTENT,0.53
CSRR 300-2,CSRR 400,SIMILAR_CONTENT,0.48
CSRR 300-2,CSGG 300,SIMILAR_CONTENT,0.55
CSRR 300-2,CSRR 300,SIMILAR_CONTENT,0.59
CSRR 300-2,CSVV 100,SIMILAR_CONTENT,0.42
CSRR 300-2,CSRR 300-6-7,SIMILAR_CONTENT,0.53
CSRR 300-2,CSNN 100,SIMILAR_CONTENT,0.31
CSRR 300-2,CSAA 300-4,SIMILAR_CONTENT,0.55
CSRR 300-2,CSZZ 100,SIMILAR_CONTENT,0.47
CSRR 300-2,CSVV 200,SIMILAR_CONTENT,0.48
CSRR 300-2,CSCC 300,SIMILAR_CONTENT,0.55
CSRR 300-2,BQQQ 300,SIMILAR_CONTENT,0.49
CSRR 300-2,BFFF 300,SIMILAR_CONTENT,0.32
CSRR 300-2,BEEE 300,SIMILAR_CONTENT,0.49
CSRR 300-2,BKKK 300,SIMILAR_CONTENT,0.36
CSII 200,CSSS 300,SIMILAR_CONTENT,0.46
CSII 200,CSJJ 100,SIMILAR_CONTENT,0.45
CSII 200,CSBB 200,SIMILAR_CONTENT,0.54
CSII 200,CSRR 300,SIMILAR_CONTENT,0.34
CSII 200,CSSS 100,SIMILAR_CONTENT,0.45
CSII 200,CSAA 300,SIMILAR_CONTENT,0.33
CSII 200,CSAA 300-2,SIMILAR_CONTENT,0.4
CSII 200,CSPP 200,SIMILAR_CONTENT,0.47
CSII 200,CSKK 300,SIMILAR_CONTENT,0.46
CSII 200,CSMM 300,SIMILAR_CONTENT,0.48
CSII 200,CSXX 200,SIMILAR_CONTENT,0.57
CSII 200,CSYY 200,SIMILAR_CONTENT,0.5
CSII 200,CSDD 200,SIMILAR_CONTENT,0.51
CSII 200,CSUU 200,SIMILAR_CONTENT,0.41
CSII 200,BOOO 200,SIMILAR_CONTENT,0.33
CSII 200,BXXX 200,SIMILAR_CONTENT,0.38
CSII 200,BOOO 200-2,SIMILAR_CONTENT,0.44
CSPP 200,CSNN 300,SIMILAR_CONTENT,0.51
CSPP 200,CSHH 200,SIMILAR_CONTENT,0.52
CSPP 200,CSRR 300-6,SIMILAR_CONTENT,0.21
CSPP 200,CSSS 100,SIMILAR_CONTENT,0.7
CSPP 200,CSOO 300,SIMILAR_CONTENT,0.5
CSPP 200,CSUU 400,SIMILAR_CONTENT,0.44
CSPP 200,CSGG 300-8,SIMILAR_CONTENT,0.18
CSPP 200,CSKK 200,SIMILAR_CONTENT,0.58
CSPP 200,CSFF 400,SIMILAR_CONTENT,0.34
CSPP 200,CSRR 300-6-7,SIMILAR_CONTENT,0.56
CSPP 200,CSNN 100,SIMILAR_CONTENT,0.47
CSPP 200,CSOO 100,SIMILAR_CONTENT,0.47
CSPP 200,CSXX 100,SIMILAR_CONTENT,0.43
CSPP 200,CSAA 200,SIMILAR_CONTENT,0.59
